罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,現金以外の主な被害品
窃盗,部品ねらい,金沢,金沢文庫駅前,141089,神奈川県,横浜市金沢区,釜利谷東２丁目,20240311,6,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,金沢,洲崎,141089,神奈川県,横浜市金沢区,野島町,20241206,11,道路上,その他,ナンバープレート
窃盗,部品ねらい,金沢,六浦,141089,神奈川県,横浜市金沢区,六浦３丁目,20240105,15,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,金沢,能見台駅前,141089,神奈川県,横浜市金沢区,堀口,20240723,17,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,金沢,大道,141089,神奈川県,横浜市金沢区,大道１丁目,20240815,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,金沢,幸浦,141089,神奈川県,横浜市金沢区,幸浦１丁目,20231204,7,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,金沢,幸浦,141089,神奈川県,横浜市金沢区,並木１丁目,20240618,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,金沢,幸浦,141089,神奈川県,横浜市金沢区,並木１丁目,20240729,6,その他,駐車（輪）場,その他
窃盗,部品ねらい,金沢,幸浦,141089,神奈川県,横浜市金沢区,並木１丁目,20240729,7,その他,駐車（輪）場,その他
窃盗,部品ねらい,金沢,幸浦,141089,神奈川県,横浜市金沢区,並木３丁目,20241116,11,その他,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,金沢,能見台,141089,神奈川県,横浜市金沢区,能見台１丁目,20240621,7,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,金沢,能見台,141089,神奈川県,横浜市金沢区,富岡西６丁目,20241028,20,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,金沢,柴町,141089,神奈川県,横浜市金沢区,柴町,20240905,23,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,南,東蒔田町,141054,神奈川県,横浜市南区,榎町１丁目,20240829,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,南,東蒔田町,141054,神奈川県,横浜市南区,榎町２丁目,20240320,19,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,南,東蒔田町,141054,神奈川県,横浜市南区,蒔田町,20241113,15,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,南,東蒔田町,141054,神奈川県,横浜市南区,蒔田町,20241129,20,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,南,東蒔田町,141054,神奈川県,横浜市南区,蒔田町,20241201,5,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,南,東蒔田町,141054,神奈川県,横浜市南区,蒔田町,20241211,18,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,南,中村橋,141054,神奈川県,横浜市南区,中村町４丁目,20240613,20,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,南,中村橋,141054,神奈川県,横浜市南区,中村町５丁目,20241111,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,南,八幡町,141054,神奈川県,横浜市南区,中村町１丁目,20241009,20,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,南,久保山,141054,神奈川県,横浜市南区,庚台,20240126,18,一戸建住宅,その他,その他
窃盗,部品ねらい,南,久保山,141054,神奈川県,横浜市南区,三春台,20240726,23,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,南,南太田,141054,神奈川県,横浜市南区,清水ケ丘,20240217,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,南,大岡町,141054,神奈川県,横浜市南区,大岡３丁目,20240217,4,一戸建住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,南,大岡町,141054,神奈川県,横浜市南区,大岡３丁目,20241101,20,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,南,井土ケ谷,141054,神奈川県,横浜市南区,井土ケ谷下町,20240103,21,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,南,井土ケ谷,141054,神奈川県,横浜市南区,井土ケ谷下町,20240327,17,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,南,永田,141054,神奈川県,横浜市南区,永田北１丁目,20240916,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,南,永田,141054,神奈川県,横浜市南区,永田北１丁目,20241219,17,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,南,永田,141054,神奈川県,横浜市南区,永田北３丁目,20240909,12,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,南,六ツ川,141054,神奈川県,横浜市南区,永田山王台,20240919,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,南,六ツ川,141054,神奈川県,横浜市南区,六ツ川２丁目,20241223,16,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,南,別所町,141054,神奈川県,横浜市南区,別所３丁目,20241102,21,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,南,別所町,141054,神奈川県,横浜市南区,別所７丁目,20240205,12,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,南,別所町,141054,神奈川県,横浜市南区,別所中里台,20240410,9,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,南,別所町,141054,神奈川県,横浜市南区,別所中里台,20240820,19,その他,その他,その他
窃盗,部品ねらい,南,大池,141054,神奈川県,横浜市南区,六ツ川２丁目,20240217,10,道路上,その他,ナンバープレート
窃盗,部品ねらい,南,大池,141054,神奈川県,横浜市南区,六ツ川２丁目,20240811,19,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,南,大池,141054,神奈川県,横浜市南区,六ツ川３丁目,20240409,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,南,大池,141054,神奈川県,横浜市南区,六ツ川３丁目,20240301,19,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,南,大池,141054,神奈川県,横浜市南区,六ツ川３丁目,20240505,9,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,南,通町,141054,神奈川県,横浜市南区,大岡１丁目,20240721,11,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,南,通町,141054,神奈川県,横浜市南区,大岡２丁目,20231227,22,その他,駐車（輪）場,その他
窃盗,部品ねらい,南,通町,141054,神奈川県,横浜市南区,大岡２丁目,20240819,12,その他の住宅（３階建て以下共同住宅等）,その他,その他
窃盗,部品ねらい,南,通町,141054,神奈川県,横浜市南区,宿町２丁目,20240308,15,４階建て以上共同住宅,その他,ナンバープレート
窃盗,部品ねらい,南,通町,141054,神奈川県,横浜市南区,中島町１丁目,20240414,15,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,南,通町,141054,神奈川県,横浜市南区,中島町４丁目,20240310,9,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,南,通町,141054,神奈川県,横浜市南区,宮元町１丁目,20240113,23,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,南,浦舟町,141054,神奈川県,横浜市南区,浦舟町２丁目,不明,不明,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,南,浦舟町,141054,神奈川県,横浜市南区,永楽町２丁目,20240906,17,一戸建住宅,その他,ナンバープレート
窃盗,部品ねらい,南,浦舟町,141054,神奈川県,横浜市南区,白妙町５丁目,20240509,17,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,南,浦舟町,141054,神奈川県,横浜市南区,白妙町５丁目,20240509,15,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,南,浦舟町,141054,神奈川県,横浜市南区,真金町１丁目,20240721,12,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,伊勢佐木,伊勢佐木町,141046,神奈川県,横浜市中区,長者町８丁目,20240927,11,その他,駐車（輪）場,その他
窃盗,部品ねらい,伊勢佐木,寿町,141046,神奈川県,横浜市中区,石川町５丁目,20240927,16,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊勢佐木,寿町,141046,神奈川県,横浜市中区,寿町２丁目,不明,不明,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊勢佐木,寿町,141046,神奈川県,横浜市中区,長者町１丁目,20240204,21,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊勢佐木,寿町,141046,神奈川県,横浜市中区,長者町１丁目,20240107,16,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊勢佐木,寿町,141046,神奈川県,横浜市中区,万代町２丁目,20240523,10,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,伊勢佐木,寿町,141046,神奈川県,横浜市中区,山田町,20240910,20,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,伊勢佐木,寿町,141046,神奈川県,横浜市中区,吉浜町,20241104,18,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,伊勢佐木,吉田橋,141046,神奈川県,横浜市中区,羽衣町２丁目,不明,不明,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊勢佐木,吉田橋,141046,神奈川県,横浜市中区,福富町仲通,20240209,5,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊勢佐木,吉田橋,141046,神奈川県,横浜市中区,福富町仲通,20240406,20,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊勢佐木,吉田橋,141046,神奈川県,横浜市中区,福富町西通,20240711,20,道路上,その他,その他
窃盗,部品ねらい,伊勢佐木,桜木町駅前,141046,神奈川県,横浜市中区,桜木町１丁目,20240710,4,その他,駐車（輪）場,その他
窃盗,部品ねらい,伊勢佐木,桜木町駅前,141046,神奈川県,横浜市中区,桜木町１丁目,20240603,6,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊勢佐木,桜木町駅前,141046,神奈川県,横浜市中区,桜木町１丁目,20240731,18,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,伊勢佐木,黄金町,141046,神奈川県,横浜市中区,初音町３丁目,20240615,11,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,伊勢佐木,黄金町,141046,神奈川県,横浜市中区,日ノ出町１丁目,20240804,10,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,伊勢佐木,黄金町,141046,神奈川県,横浜市中区,日ノ出町２丁目,20240130,18,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,伊勢佐木,黄金町,141046,神奈川県,横浜市中区,日ノ出町２丁目,20240718,8,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,戸部,高島,141038,神奈川県,横浜市西区,戸部町６丁目,20240719,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸部,高島,141038,神奈川県,横浜市西区,平沼１丁目,20240519,21,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸部,高島,141038,神奈川県,横浜市西区,平沼２丁目,20241023,17,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸部,高島,141038,神奈川県,横浜市西区,平沼２丁目,20241023,15,駐車（輪）場,駐車（輪）場,なし
窃盗,部品ねらい,戸部,浅間町,141038,神奈川県,横浜市西区,南軽井沢,20240531,20,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸部,浅間町,141038,神奈川県,横浜市西区,宮ケ谷,20240518,1,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,戸部,岡野,141038,神奈川県,横浜市西区,南浅間町,20240404,21,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,戸部,浜松町,141038,神奈川県,横浜市西区,中央２丁目,20240629,14,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸部,浜松町,141038,神奈川県,横浜市西区,中央２丁目,20241013,17,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸部,藤棚町,141038,神奈川県,横浜市西区,久保町,20241009,14,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,戸部,藤棚町,141038,神奈川県,横浜市西区,西戸部町３丁目,20240814,12,その他の住宅（３階建て以下共同住宅等）,その他,なし
窃盗,部品ねらい,戸部,藤棚町,141038,神奈川県,横浜市西区,西前町２丁目,20240604,16,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸部,藤棚町,141038,神奈川県,横浜市西区,東久保町,20241207,18,一戸建住宅,その他,ナンバープレート
窃盗,部品ねらい,戸部,藤棚町,141038,神奈川県,横浜市西区,藤棚町２丁目,20230830,16,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸部,一本松,141038,神奈川県,横浜市西区,西戸部町１丁目,20240929,13,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸部,野毛山公園,141038,神奈川県,横浜市西区,東ケ丘,20240523,18,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,東神奈川駅前,141020,神奈川県,横浜市神奈川区,神奈川２丁目,20240429,10,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,東神奈川駅前,141020,神奈川県,横浜市神奈川区,新町,20240504,13,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,東神奈川駅前,141020,神奈川県,横浜市神奈川区,千若町２丁目,20241219,3,その他,その他,ナンバープレート
窃盗,部品ねらい,神奈川,東神奈川駅前,141020,神奈川県,横浜市神奈川区,東神奈川２丁目,20240730,21,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,神奈川通,141020,神奈川県,横浜市神奈川区,亀住町,20231224,21,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,神奈川通,141020,神奈川県,横浜市神奈川区,子安通１丁目,20241001,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,神奈川通,141020,神奈川県,横浜市神奈川区,新子安１丁目,20240208,22,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,入江,141020,神奈川県,横浜市神奈川区,入江２丁目,20240621,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,神奈川,神之木,141020,神奈川県,横浜市神奈川区,西寺尾２丁目,20240909,12,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,神之木,141020,神奈川県,横浜市神奈川区,三ツ沢上町,20241212,7,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,大口駅前,141020,神奈川県,横浜市神奈川区,大口仲町,20240817,20,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,大口駅前,141020,神奈川県,横浜市神奈川区,松見町１丁目,20240503,20,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,大口駅前,141020,神奈川県,横浜市神奈川区,松見町１丁目,20241216,10,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,大口駅前,141020,神奈川県,横浜市神奈川区,松見町２丁目,20240522,8,駐車（輪）場,駐車（輪）場,なし
窃盗,部品ねらい,神奈川,大口駅前,141020,神奈川県,横浜市神奈川区,松見町２丁目,20240504,12,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,大口駅前,141020,神奈川県,横浜市神奈川区,松見町２丁目,20240601,21,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,浦島丘,141020,神奈川県,横浜市神奈川区,白幡南町,20240510,5,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,浦島丘,141020,神奈川県,横浜市神奈川区,七島町,20240419,15,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,白幡,141020,神奈川県,横浜市神奈川区,白幡向町,20241104,16,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,西神奈川,141020,神奈川県,横浜市神奈川区,富家町,20241025,16,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,西神奈川,141020,神奈川県,横浜市神奈川区,富家町,20241121,14,その他,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,西神奈川,141020,神奈川県,横浜市神奈川区,西神奈川１丁目,20241002,17,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,西神奈川,141020,神奈川県,横浜市神奈川区,平川町,20240725,7,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,六角橋,141020,神奈川県,横浜市神奈川区,六角橋３丁目,20241112,10,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,六角橋,141020,神奈川県,横浜市神奈川区,六角橋６丁目,20240425,20,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,神大寺,141020,神奈川県,横浜市神奈川区,片倉１丁目,20240817,15,その他,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,神大寺,141020,神奈川県,横浜市神奈川区,片倉２丁目,20240105,15,その他,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,神大寺,141020,神奈川県,横浜市神奈川区,片倉２丁目,20240202,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,神大寺,141020,神奈川県,横浜市神奈川区,片倉２丁目,20240516,18,一戸建住宅,その他,その他
窃盗,部品ねらい,神奈川,神大寺,141020,神奈川県,横浜市神奈川区,神大寺２丁目,20240612,6,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,神大寺,141020,神奈川県,横浜市神奈川区,神大寺２丁目,20240824,20,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,三ツ沢,141020,神奈川県,横浜市神奈川区,三ツ沢上町,20240309,14,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,三ツ沢,141020,神奈川県,横浜市神奈川区,三ツ沢上町,20240419,8,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,沢渡,141020,神奈川県,横浜市神奈川区,泉町,20241123,7,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,沢渡,141020,神奈川県,横浜市神奈川区,台町,20240414,14,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,沢渡,141020,神奈川県,横浜市神奈川区,台町,20240411,17,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,沢渡,141020,神奈川県,横浜市神奈川区,鶴屋町３丁目,20240818,16,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,反町,141020,神奈川県,横浜市神奈川区,栗田谷,20241221,22,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,神奈川,反町,141020,神奈川県,横浜市神奈川区,広台太田町,20241021,8,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,ポートサイド,141020,神奈川県,横浜市神奈川区,金港町,20240721,19,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,ポートサイド,141020,神奈川県,横浜市神奈川区,幸ケ谷,20240504,6,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,ポートサイド,141020,神奈川県,横浜市神奈川区,山内町,20240511,14,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,ポートサイド,141020,神奈川県,横浜市神奈川区,山内町,20240806,9,その他,駐車（輪）場,その他
窃盗,部品ねらい,瀬谷,阿久和町,141143,神奈川県,横浜市瀬谷区,阿久和町４丁目,20240107,17,４階建て以上共同住宅,その他,ナンバープレート
窃盗,部品ねらい,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,20240113,6,その他の住宅（３階建て以下共同住宅等）,その他,ナンバープレート
窃盗,部品ねらい,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,20240211,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,20240425,22,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,20240911,19,一戸建住宅,その他,ナンバープレート
