罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,現金以外の主な被害品
窃盗,部品ねらい,南,大池,141054,神奈川県,横浜市南区,六ツ川３丁目,2020-06-19,17,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,南,大池,141054,神奈川県,横浜市南区,六ツ川３丁目,2020-11-30,20,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,南,大池,141054,神奈川県,横浜市南区,六ツ川４丁目,2020-11-01,21,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,南,通町,141054,神奈川県,横浜市南区,大岡１丁目,2020-05-15,17,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,南,通町,141054,神奈川県,横浜市南区,中島町４丁目,2020-05-25,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,南,浦舟町,141054,神奈川県,横浜市南区,真金町２丁目,2020-11-26,14,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,南,浦舟町,141054,神奈川県,横浜市南区,万世町１丁目,2020-08-20,17,その他,その他,ナンバープレート
窃盗,部品ねらい,南,浦舟町,141054,神奈川県,横浜市南区,万世町１丁目,2020-12-17,19,その他,その他,ナンバープレート
窃盗,部品ねらい,大和,大和駅前,142131,神奈川県,大和市,深見,2020-01-06,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,大和駅前,142131,神奈川県,大和市,深見,2020-02-09,08,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,大和駅前,142131,神奈川県,大和市,深見,2020-02-18,19,一戸建住宅,その他,その他
窃盗,部品ねらい,大和,大和駅前,142131,神奈川県,大和市,深見,2020-07-18,01,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,大和駅前,142131,神奈川県,大和市,大和南１丁目,2020-07-16,22,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,大和駅前,142131,神奈川県,大和市,大和南２丁目,2020-11-15,19,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,大和,大和駅前,142131,神奈川県,大和市,深見西２丁目,2020-09-21,16,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,大和,大和駅前,142131,神奈川県,大和市,深見東１丁目,2020-04-02,03,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,相模大塚駅前,142131,神奈川県,大和市,上草柳６丁目,2020-11-11,21,その他,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,大和,相模大塚駅前,142131,神奈川県,大和市,上草柳９丁目,2020-09-17,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,相模大塚駅前,142182,神奈川県,綾瀬市,大上７丁目,2020-09-15,10,その他,その他,ナンバープレート
窃盗,部品ねらい,大和,相模大塚駅前,142182,神奈川県,綾瀬市,大上７丁目,2020-09-28,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,相模大塚駅前,142182,神奈川県,綾瀬市,大上７丁目,2020-11-18,16,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,相模大塚駅前,142182,神奈川県,綾瀬市,大上７丁目,2020-12-12,09,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,相模大塚駅前,142182,神奈川県,綾瀬市,大上９丁目,2020-04-06,11,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,相模大塚駅前,142182,神奈川県,綾瀬市,蓼川３丁目,2020-01-25,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,鶴間駅前,142131,神奈川県,大和市,下鶴間,2020-09-22,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,鶴間駅前,142131,神奈川県,大和市,下鶴間,2020-11-16,17,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,鶴間駅前,142131,神奈川県,大和市,下鶴間１丁目,2020-01-16,10,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,鶴間駅前,142131,神奈川県,大和市,下鶴間２丁目,2020-05-23,23,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,大和,鶴間駅前,142131,神奈川県,大和市,下鶴間２丁目,2020-12-06,17,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,大和,鶴間駅前,142131,神奈川県,大和市,鶴間２丁目,2020-05-03,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,鶴間駅前,142131,神奈川県,大和市,鶴間２丁目,2020-05-13,20,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,大和,鶴間駅前,142131,神奈川県,大和市,鶴間２丁目,2020-09-14,06,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,大和,鶴間駅前,142131,神奈川県,大和市,西鶴間４丁目,2020-01-17,23,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,鶴間駅前,142131,神奈川県,大和市,深見東２丁目,2020-03-22,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,鶴間駅前,142131,神奈川県,大和市,深見東３丁目,2020-10-04,20,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,大和,鶴間駅前,142131,神奈川県,大和市,深見東３丁目,2020-11-15,15,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,大和,南林間駅前,142131,神奈川県,大和市,南林間２丁目,2020-04-24,15,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,南林間駅前,142131,神奈川県,大和市,南林間９丁目,2020-02-20,12,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,つきみ野駅前,142131,神奈川県,大和市,つきみ野４丁目,2020-03-27,11,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,中央林間,142131,神奈川県,大和市,,不明,不明,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,中央林間,142131,神奈川県,大和市,中央林間３丁目,2020-07-21,23,その他,駐車（輪）場,その他
窃盗,部品ねらい,大和,中央林間,142131,神奈川県,大和市,中央林間３丁目,2020-10-02,06,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,大和,中央林間,142131,神奈川県,大和市,中央林間６丁目,2020-06-05,15,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,桜ヶ丘,142131,神奈川県,大和市,福田５丁目,2020-07-16,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,大和,桜ヶ丘,142131,神奈川県,大和市,福田７丁目,2020-04-06,14,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,桜ヶ丘,142131,神奈川県,大和市,柳橋３丁目,2020-02-09,13,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,福田,142131,神奈川県,大和市,上和田,2020-02-15,19,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,福田,142131,神奈川県,大和市,上和田,2020-05-04,19,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,福田,142131,神奈川県,大和市,上和田,2020-10-04,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,福田,142131,神奈川県,大和市,上和田,2020-10-16,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,福田,142131,神奈川県,大和市,上和田,2020-11-02,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,福田,142131,神奈川県,大和市,下和田,2020-05-21,12,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,福田,142131,神奈川県,大和市,下和田,2020-06-21,09,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,福田,142131,神奈川県,大和市,下和田,2020-10-16,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,福田,142131,神奈川県,大和市,代官２丁目,2020-06-30,22,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,福田,142131,神奈川県,大和市,代官３丁目,2020-11-17,20,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,大和,福田,142131,神奈川県,大和市,代官４丁目,2020-12-09,21,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,福田,142131,神奈川県,大和市,福田,2020-04-04,23,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,大和,福田,142131,神奈川県,大和市,渋谷２丁目,2020-11-15,22,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,福田,142131,神奈川県,大和市,渋谷５丁目,2020-11-17,07,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,大和,福田,142131,神奈川県,大和市,渋谷６丁目,2020-07-16,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,上土棚,142182,神奈川県,綾瀬市,上土棚南３丁目,2020-03-17,11,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,上土棚,142182,神奈川県,綾瀬市,落合南１丁目,2020-04-22,17,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,大和,上土棚,142182,神奈川県,綾瀬市,落合南４丁目,2020-02-22,14,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,大和,寺尾,142182,神奈川県,綾瀬市,大上３丁目,2020-06-01,12,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,大和,寺尾,142182,神奈川県,綾瀬市,大上３丁目,2020-07-22,20,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,大和,寺尾,142182,神奈川県,綾瀬市,大上３丁目,2020-11-06,20,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,寺尾,142182,神奈川県,綾瀬市,寺尾中３丁目,2020-11-09,17,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,寺尾,142182,神奈川県,綾瀬市,寺尾台２丁目,2020-12-13,16,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,寺尾,142182,神奈川県,綾瀬市,寺尾台３丁目,2020-11-13,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,寺尾,142182,神奈川県,綾瀬市,寺尾本町１丁目,2020-12-09,22,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,大和,寺尾,142182,神奈川県,綾瀬市,寺尾本町２丁目,2020-09-04,17,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,深谷,142182,神奈川県,綾瀬市,落合北４丁目,2020-02-11,22,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,大和,深谷,142182,神奈川県,綾瀬市,落合北５丁目,2020-12-20,17,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,大和,深谷,142182,神奈川県,綾瀬市,深谷中１丁目,2020-07-21,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,大和,深谷,142182,神奈川県,綾瀬市,深谷中１丁目,2020-08-24,23,一戸建住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,大和,深谷,142182,神奈川県,綾瀬市,深谷中２丁目,2020-09-25,17,その他,駐車（輪）場,その他
窃盗,部品ねらい,大和,深谷,142182,神奈川県,綾瀬市,深谷中５丁目,2020-06-06,18,その他,その他,ナンバープレート
窃盗,部品ねらい,大和,深谷,142182,神奈川県,綾瀬市,深谷上７丁目,2020-01-07,10,４階建て以上共同住宅,駐車（輪）場,なし
窃盗,部品ねらい,大和,深谷,142182,神奈川県,綾瀬市,深谷上７丁目,2020-10-24,00,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,大和,下鶴間,142131,神奈川県,大和市,下鶴間,2020-01-28,18,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,下鶴間,142131,神奈川県,大和市,下鶴間,2020-12-02,19,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,大和,綾瀬地区,142182,神奈川県,綾瀬市,吉岡,2020-06-10,17,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,綾瀬地区,142182,神奈川県,綾瀬市,早川城山３丁目,2020-06-20,16,一戸建住宅,その他,その他
窃盗,部品ねらい,泉,中田,141160,神奈川県,横浜市泉区,,2020-02-11,16,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,泉,中田,141160,神奈川県,横浜市泉区,中田町,2020-01-01,22,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,泉,中田,141160,神奈川県,横浜市泉区,中田町,2020-01-02,19,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,泉,中田,141160,神奈川県,横浜市泉区,中田東３丁目,2020-09-24,19,駐車（輪）場,駐車（輪）場,カーナビ
窃盗,部品ねらい,泉,中田,141160,神奈川県,横浜市泉区,中田東４丁目,2020-09-13,17,道路上,その他,ナンバープレート
窃盗,部品ねらい,泉,中田,141160,神奈川県,横浜市泉区,中田北３丁目,2020-11-04,20,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,泉,和泉,141160,神奈川県,横浜市泉区,和泉町,2020-11-24,06,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,泉,和泉,141160,神奈川県,横浜市泉区,和泉中央南２丁目,2020-05-17,14,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,泉,和泉,141160,神奈川県,横浜市泉区,和泉中央北３丁目,2020-06-20,13,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,泉,和泉,141160,神奈川県,横浜市泉区,和泉中央北５丁目,2020-10-22,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,泉,和泉,141160,神奈川県,横浜市泉区,和泉中央北６丁目,2020-11-12,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,泉,下和泉,141160,神奈川県,横浜市泉区,和泉町,2020-02-03,18,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,泉,下和泉,141160,神奈川県,横浜市泉区,和泉が丘２丁目,2020-09-15,13,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,泉,緑園都市駅前,141160,神奈川県,横浜市泉区,岡津町,2020-07-17,17,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,泉,緑園都市駅前,141160,神奈川県,横浜市泉区,新橋町,2019-12-30,22,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,泉,緑園都市駅前,141160,神奈川県,横浜市泉区,新橋町,2020-03-13,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,泉,緑園都市駅前,141160,神奈川県,横浜市泉区,緑園１丁目,2020-09-22,12,その他,その他,その他
窃盗,部品ねらい,泉,緑園都市駅前,141160,神奈川県,横浜市泉区,緑園４丁目,2019-12-22,13,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,泉,上飯田,141160,神奈川県,横浜市泉区,上飯田町,2020-01-22,16,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,泉,上飯田,141160,神奈川県,横浜市泉区,上飯田町,2020-02-16,16,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,泉,上飯田,141160,神奈川県,横浜市泉区,上飯田町,2020-03-30,17,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,泉,上飯田,141160,神奈川県,横浜市泉区,上飯田町,2020-05-26,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,泉,上飯田,141160,神奈川県,横浜市泉区,上飯田町,2020-06-06,13,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,泉,上飯田,141160,神奈川県,横浜市泉区,上飯田町,2020-11-08,22,駐車（輪）場,駐車（輪）場,なし
窃盗,部品ねらい,泉,いずみ野駅前,141160,神奈川県,横浜市泉区,和泉町,2020-04-30,19,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,泉,いずみ野駅前,141160,神奈川県,横浜市泉区,和泉町,2020-05-30,22,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,泉,いずみ野駅前,141160,神奈川県,横浜市泉区,和泉町,2020-06-26,17,その他,その他,その他
窃盗,部品ねらい,泉,いずみ野駅前,141160,神奈川県,横浜市泉区,和泉町,2020-07-01,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,泉,いずみ野駅前,141160,神奈川県,横浜市泉区,上飯田町,2020-03-30,17,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,泉,いちょう団地,141160,神奈川県,横浜市泉区,上飯田町,2019-09-02,13,４階建て以上共同住宅,その他,ナンバープレート
窃盗,部品ねらい,泉,いちょう団地,141160,神奈川県,横浜市泉区,上飯田町,2020-02-29,12,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,泉,いちょう団地,141160,神奈川県,横浜市泉区,上飯田町,2020-03-12,22,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,泉,いちょう団地,141160,神奈川県,横浜市泉区,上飯田町,2020-05-01,12,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,泉,いちょう団地,141160,神奈川県,横浜市泉区,上飯田町,2020-09-22,22,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,泉,いちょう団地,141160,神奈川県,横浜市泉区,上飯田町,2020-11-15,16,４階建て以上共同住宅,その他,ナンバープレート
窃盗,部品ねらい,泉,弥生台駅前,141160,神奈川県,横浜市泉区,,2020-02-23,16,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,泉,弥生台駅前,141160,神奈川県,横浜市泉区,岡津町,2020-05-11,16,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,泉,弥生台駅前,141160,神奈川県,横浜市泉区,岡津町,2020-06-27,08,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,泉,弥生台駅前,141160,神奈川県,横浜市泉区,岡津町,2020-08-02,19,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,泉,弥生台駅前,141160,神奈川県,横浜市泉区,岡津町,2020-11-04,13,駐車（輪）場,駐車（輪）場,なし
窃盗,部品ねらい,泉,弥生台駅前,141160,神奈川県,横浜市泉区,岡津町,2020-11-18,23,一戸建住宅,その他,ナンバープレート
窃盗,部品ねらい,泉,弥生台駅前,141160,神奈川県,横浜市泉区,新橋町,2020-07-22,17,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,泉,弥生台駅前,141160,神奈川県,横浜市泉区,弥生台,2020-01-16,18,一戸建住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,戸塚町,2020-03-25,19,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,戸塚町,2020-05-09,19,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,矢部町,2020-09-02,16,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸塚,踊場,141101,神奈川県,横浜市戸塚区,戸塚町,2020-10-14,11,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸塚,踊場,141101,神奈川県,横浜市戸塚区,矢部町,2020-08-02,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸塚,不動坂,141101,神奈川県,横浜市戸塚区,柏尾町,2020-04-17,17,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸塚,不動坂,141101,神奈川県,横浜市戸塚区,柏尾町,2020-07-23,22,その他の住宅（３階建て以下共同住宅等）,その他,ナンバープレート
窃盗,部品ねらい,戸塚,不動坂,141101,神奈川県,横浜市戸塚区,柏尾町,2020-08-19,18,４階建て以上共同住宅,駐車（輪）場,その他
