罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,現金以外の主な被害品
窃盗,部品ねらい,小田原,栢山駅前,142069,神奈川県,小田原市,曽比,2018-03-04,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,小田原,荻窪,142069,神奈川県,小田原市,荻窪,2018-03-25,14,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,小田原,荻窪,142069,神奈川県,小田原市,荻窪,2018-03-25,19,一戸建住宅,ナンバープレート
窃盗,部品ねらい,小田原,荻窪,142069,神奈川県,小田原市,久野,2018-03-22,12,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,小田原,湯本,143821,神奈川県,箱根町,湯本,2018-02-11,14,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,小田原,湯本,143821,神奈川県,箱根町,湯本,2018-07-15,08,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,小田原,吉浜,143847,神奈川県,湯河原町,吉浜,2018-07-29,09,駐車（輪）場,その他
窃盗,部品ねらい,小田原,久野,142069,神奈川県,小田原市,久野,2018-11-06,10,その他,ナンバープレート
窃盗,部品ねらい,小田原,蓮正寺,142069,神奈川県,小田原市,蓮正寺,2018-07-09,10,駐車（輪）場,その他
窃盗,部品ねらい,小田原,蓮正寺,142069,神奈川県,小田原市,蓮正寺,2018-08-03,18,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,小田原,豊川,142069,神奈川県,小田原市,桑原,2018-05-19,17,その他,その他
窃盗,部品ねらい,小田原,豊川,142069,神奈川県,小田原市,桑原,2018-07-07,21,駐車（輪）場,その他
窃盗,部品ねらい,小田原,豊川,142069,神奈川県,小田原市,成田,2018-09-01,14,一戸建住宅,ナンバープレート
窃盗,部品ねらい,小田原,上府中,142069,神奈川県,小田原市,高田,2018-01-12,21,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,小田原,上府中,142069,神奈川県,小田原市,高田,2018-03-23,22,その他,カーナビ
窃盗,部品ねらい,小田原,上府中,142069,神奈川県,小田原市,高田,2018-07-03,19,その他,カーナビ
窃盗,部品ねらい,小田原,上府中,142069,神奈川県,小田原市,高田,2018-07-13,19,駐車（輪）場,その他
窃盗,部品ねらい,小田原,上府中,142069,神奈川県,小田原市,千代,2018-09-21,19,駐車（輪）場,なし
窃盗,部品ねらい,小田原,上府中,142069,神奈川県,小田原市,西大友,2018-05-11,17,駐車（輪）場,その他
窃盗,部品ねらい,小田原,上府中,142069,神奈川県,小田原市,西大友,2018-05-19,16,その他,その他
窃盗,部品ねらい,小田原,上府中,142069,神奈川県,小田原市,西大友,2018-07-13,16,その他,その他
窃盗,部品ねらい,小田原,曽我,142069,神奈川県,小田原市,,2018-01-09,23,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,小田原,曽我,142069,神奈川県,小田原市,下大井,2018-03-03,18,その他,ナンバープレート
窃盗,部品ねらい,小田原,鴨宮川東,142069,神奈川県,小田原市,中里,2018-09-04,03,その他,その他
窃盗,部品ねらい,小田原,鴨宮川東,142069,神奈川県,小田原市,前川,2018-07-10,15,その他,その他
窃盗,部品ねらい,小田原,鴨宮川東,142069,神奈川県,小田原市,前川,2018-12-06,05,その他の住宅（３階建て以下共同住宅等）,タイヤ・ホイール
窃盗,部品ねらい,小田原,鴨宮川東,142069,神奈川県,小田原市,矢作,2018-01-11,16,その他,その他
窃盗,部品ねらい,松田,山北,143642,神奈川県,山北町,山北,2018-08-10,00,その他,その他
窃盗,部品ねらい,松田,新松田駅前,143634,神奈川県,松田町,松田惣領,2018-11-02,20,一戸建住宅,その他
窃盗,部品ねらい,松田,金田,143626,神奈川県,大井町,金子,2018-04-21,00,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,松田,金田,143626,神奈川県,大井町,金子,2018-05-05,16,その他,その他
窃盗,部品ねらい,松田,岡本,142174,神奈川県,南足柄市,塚原,2018-07-09,00,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,松田,岡本,142174,神奈川県,南足柄市,塚原,2018-10-30,18,駐車（輪）場,その他
窃盗,部品ねらい,松田,岡本,142174,神奈川県,南足柄市,沼田,2018-11-08,08,その他,その他
窃盗,部品ねらい,松田,福沢,142174,神奈川県,南足柄市,壗下,2018-08-11,04,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,松田,井ノ口,143618,神奈川県,中井町,井ノ口,2018-05-12,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,松田,大雄山駅前,142174,神奈川県,南足柄市,広町,2018-04-15,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,秦野,秦野駅前,142115,神奈川県,秦野市,入船町,2018-06-30,17,駐車（輪）場,その他
窃盗,部品ねらい,秦野,秦野駅前,142115,神奈川県,秦野市,入船町,2018-09-18,14,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,秦野,渋沢,142115,神奈川県,秦野市,渋沢２丁目,2018-01-11,12,一戸建住宅,ナンバープレート
窃盗,部品ねらい,秦野,渋沢,142115,神奈川県,秦野市,並木町,2018-05-07,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,秦野,渋沢,142115,神奈川県,秦野市,並木町,2018-05-21,18,一戸建住宅,ナンバープレート
窃盗,部品ねらい,秦野,渋沢,142115,神奈川県,秦野市,並木町,2018-05-21,22,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,秦野,渋沢,142115,神奈川県,秦野市,萩が丘,2018-08-17,16,駐車（輪）場,その他
窃盗,部品ねらい,秦野,渋沢,142115,神奈川県,秦野市,若松町,2018-05-25,20,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,秦野,東海大学駅前,142115,神奈川県,秦野市,南矢名,2018-11-18,16,一戸建住宅,ナンバープレート
窃盗,部品ねらい,秦野,東海大学駅前,142115,神奈川県,秦野市,南矢名１丁目,2018-05-30,00,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,秦野,名古木,142115,神奈川県,秦野市,落合,2018-12-14,21,その他,タイヤ・ホイール
窃盗,部品ねらい,秦野,東田原,142115,神奈川県,秦野市,西田原,不明,不明,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,秦野,東田原,142115,神奈川県,秦野市,西田原,2018-11-28,22,一戸建住宅,その他
窃盗,部品ねらい,秦野,戸川,142115,神奈川県,秦野市,三屋,2018-04-25,20,その他,ナンバープレート
窃盗,部品ねらい,秦野,堀西,142115,神奈川県,秦野市,堀川,2018-02-10,14,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,秦野,堀西,142115,神奈川県,秦野市,堀西,2018-05-10,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,秦野,堀西,142115,神奈川県,秦野市,堀西,2018-05-10,20,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,秦野,堀西,142115,神奈川県,秦野市,堀西,2018-05-10,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,秦野,堀西,142115,神奈川県,秦野市,堀西,2018-05-11,22,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,秦野,堀西,142115,神奈川県,秦野市,堀西,2018-05-13,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,秦野,南が丘,142115,神奈川県,秦野市,尾尻,2018-01-12,19,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,秦野,南が丘,142115,神奈川県,秦野市,尾尻,2018-03-31,16,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,秦野,桜町,142115,神奈川県,秦野市,曽屋,2018-08-25,14,一戸建住宅,その他
窃盗,部品ねらい,秦野,桜町,142115,神奈川県,秦野市,並木町,2018-05-21,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,秦野,桜町,142115,神奈川県,秦野市,平沢,2018-06-08,16,駐車（輪）場,その他
窃盗,部品ねらい,秦野,桜町,142115,神奈川県,秦野市,平沢,2018-06-09,11,駐車（輪）場,その他
窃盗,部品ねらい,秦野,桜町,142115,神奈川県,秦野市,平沢,2018-06-09,13,駐車（輪）場,その他
窃盗,部品ねらい,秦野,桜町,142115,神奈川県,秦野市,緑町,2018-12-16,21,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊勢原,,,,,,2018-02-25,10,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊勢原,伊勢原駅前,142140,神奈川県,伊勢原市,池端,2018-08-16,18,駐車（輪）場,その他
窃盗,部品ねらい,伊勢原,伊勢原駅前,142140,神奈川県,伊勢原市,伊勢原１丁目,2018-05-15,06,駐車（輪）場,その他
窃盗,部品ねらい,伊勢原,伊勢原駅前,142140,神奈川県,伊勢原市,伊勢原３丁目,2018-05-07,12,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,伊勢原,伊勢原駅前,142140,神奈川県,伊勢原市,上粕屋,2018-10-01,16,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,伊勢原,伊勢原駅前,142140,神奈川県,伊勢原市,桜台１丁目,2018-02-14,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊勢原,伊勢原駅前,142140,神奈川県,伊勢原市,桜台１丁目,2018-09-28,16,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊勢原,伊勢原駅前,142140,神奈川県,伊勢原市,沼目７丁目,2018-09-25,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊勢原,成瀬,142140,神奈川県,伊勢原市,石田,2018-02-17,06,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,伊勢原,成瀬,142140,神奈川県,伊勢原市,石田,2018-03-05,10,駐車（輪）場,その他
窃盗,部品ねらい,伊勢原,成瀬,142140,神奈川県,伊勢原市,石田,2018-03-16,15,駐車（輪）場,その他
窃盗,部品ねらい,伊勢原,成瀬,142140,神奈川県,伊勢原市,石田,2018-04-19,22,駐車（輪）場,その他
窃盗,部品ねらい,伊勢原,成瀬,142140,神奈川県,伊勢原市,石田,2018-06-03,17,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,伊勢原,成瀬,142140,神奈川県,伊勢原市,石田,2018-06-24,09,駐車（輪）場,その他
窃盗,部品ねらい,伊勢原,成瀬,142140,神奈川県,伊勢原市,石田,2018-08-29,07,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,伊勢原,成瀬,142140,神奈川県,伊勢原市,下落合,2018-02-17,20,駐車（輪）場,その他
窃盗,部品ねらい,伊勢原,成瀬,142140,神奈川県,伊勢原市,下糟屋,2018-11-28,19,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,伊勢原,成瀬,142140,神奈川県,伊勢原市,東成瀬,2018-01-21,19,その他の住宅（３階建て以下共同住宅等）,タイヤ・ホイール
窃盗,部品ねらい,伊勢原,成瀬,142140,神奈川県,伊勢原市,歌川１丁目,2018-04-13,17,駐車（輪）場,その他
窃盗,部品ねらい,伊勢原,比々多,142140,神奈川県,伊勢原市,上粕屋,2018-05-31,19,一戸建住宅,ナンバープレート
窃盗,部品ねらい,伊勢原,比々多,142140,神奈川県,伊勢原市,白根,2016-11-08,22,駐車（輪）場,その他
窃盗,部品ねらい,伊勢原,八幡台,142140,神奈川県,伊勢原市,上平間,2018-08-19,17,一戸建住宅,ナンバープレート
窃盗,部品ねらい,伊勢原,八幡台,142140,神奈川県,伊勢原市,沼目２丁目,2018-10-21,19,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,伊勢原,八幡台,142140,神奈川県,伊勢原市,東大竹,2018-08-02,01,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊勢原,八幡台,142140,神奈川県,伊勢原市,東大竹,2018-08-26,11,一戸建住宅,ナンバープレート
窃盗,部品ねらい,伊勢原,大田,142140,神奈川県,伊勢原市,下谷,2018-07-14,16,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,厚木,本厚木駅前,142123,神奈川県,厚木市,栄町１丁目,2018-06-07,13,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,厚木,本厚木駅前,142123,神奈川県,厚木市,中町１丁目,2018-10-18,14,駐車（輪）場,その他
窃盗,部品ねらい,厚木,緑ケ丘,142123,神奈川県,厚木市,飯山,2017-12-26,23,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,厚木,緑ケ丘,142123,神奈川県,厚木市,恩名１丁目,2018-04-25,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,厚木,緑ケ丘,142123,神奈川県,厚木市,戸室１丁目,2018-01-21,21,その他の住宅（３階建て以下共同住宅等）,タイヤ・ホイール
窃盗,部品ねらい,厚木,緑ケ丘,142123,神奈川県,厚木市,戸室４丁目,2018-04-09,12,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,厚木,緑ケ丘,142123,神奈川県,厚木市,戸室５丁目,2018-12-15,19,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,厚木,緑ケ丘,142123,神奈川県,厚木市,林２丁目,2018-03-06,08,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,厚木,緑ケ丘,142123,神奈川県,厚木市,林５丁目,2018-02-28,16,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,厚木,工業団地,142123,神奈川県,厚木市,上依知,2018-05-27,11,駐車（輪）場,その他
窃盗,部品ねらい,厚木,工業団地,142123,神奈川県,厚木市,下川入,2018-07-27,18,その他,その他
窃盗,部品ねらい,厚木,工業団地,142123,神奈川県,厚木市,山際,2018-03-20,21,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,厚木,工業団地,142123,神奈川県,厚木市,山際,2018-05-11,00,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,厚木,工業団地,144011,神奈川県,愛川町,中津,2018-08-18,12,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,厚木,妻田,142123,神奈川県,厚木市,吾妻町,2018-05-26,13,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,厚木,妻田,142123,神奈川県,厚木市,吾妻町,2018-07-28,21,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,厚木,妻田,142123,神奈川県,厚木市,及川,2018-06-11,15,その他,ナンバープレート
窃盗,部品ねらい,厚木,妻田,142123,神奈川県,厚木市,及川,2018-12-26,17,一戸建住宅,ナンバープレート
窃盗,部品ねらい,厚木,妻田,142123,神奈川県,厚木市,及川１丁目,2018-01-20,12,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,厚木,妻田,142123,神奈川県,厚木市,及川１丁目,2018-06-01,19,４階建て以上共同住宅,その他
窃盗,部品ねらい,厚木,妻田,142123,神奈川県,厚木市,及川１丁目,2018-07-04,17,一戸建住宅,タイヤ・ホイール
窃盗,部品ねらい,厚木,妻田,142123,神奈川県,厚木市,妻田東１丁目,2018-11-03,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,厚木,妻田,142123,神奈川県,厚木市,妻田南２丁目,2018-01-15,09,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,厚木,妻田,142123,神奈川県,厚木市,妻田西３丁目,2018-04-25,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,厚木,酒井,142123,神奈川県,厚木市,岡田,2018-04-20,20,駐車（輪）場,その他
窃盗,部品ねらい,厚木,酒井,142123,神奈川県,厚木市,岡田,2018-05-18,17,その他,その他
窃盗,部品ねらい,厚木,酒井,142123,神奈川県,厚木市,岡田,2018-05-28,08,その他,ナンバープレート
窃盗,部品ねらい,厚木,酒井,142123,神奈川県,厚木市,岡田２丁目,2018-06-15,22,その他,その他
窃盗,部品ねらい,厚木,酒井,142123,神奈川県,厚木市,岡田３丁目,2018-04-29,22,駐車（輪）場,その他
窃盗,部品ねらい,厚木,酒井,142123,神奈川県,厚木市,岡田３丁目,2018-05-22,20,駐車（輪）場,その他
窃盗,部品ねらい,厚木,酒井,142123,神奈川県,厚木市,岡田４丁目,2018-04-03,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,厚木,酒井,142123,神奈川県,厚木市,岡田４丁目,2018-04-16,15,駐車（輪）場,その他
窃盗,部品ねらい,厚木,酒井,142123,神奈川県,厚木市,岡田４丁目,2018-04-19,18,駐車（輪）場,その他
窃盗,部品ねらい,厚木,酒井,142123,神奈川県,厚木市,岡田５丁目,2018-01-06,11,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,厚木,酒井,142123,神奈川県,厚木市,上落合,2017-11-01,00,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,厚木,酒井,142123,神奈川県,厚木市,酒井,2018-02-18,11,駐車（輪）場,その他
窃盗,部品ねらい,厚木,酒井,142123,神奈川県,厚木市,下津古久,2018-04-27,18,その他,その他
窃盗,部品ねらい,厚木,酒井,142123,神奈川県,厚木市,戸田,2018-07-15,19,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,厚木,依知,142123,神奈川県,厚木市,関口,2018-03-09,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,厚木,依知,142123,神奈川県,厚木市,関口,2018-04-17,12,その他,その他
窃盗,部品ねらい,厚木,依知,142123,神奈川県,厚木市,関口,2018-07-12,22,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,厚木,依知,142123,神奈川県,厚木市,山際,2018-08-03,08,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,厚木,愛甲石田駅前,142123,神奈川県,厚木市,愛甲４丁目,2018-02-12,20,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,厚木,愛甲石田駅前,142123,神奈川県,厚木市,小野,2018-07-24,17,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,厚木,愛甲石田駅前,142123,神奈川県,厚木市,船子,2018-06-08,17,その他,その他
窃盗,部品ねらい,厚木,愛甲石田駅前,142123,神奈川県,厚木市,船子,2018-10-25,19,一戸建住宅,ナンバープレート
窃盗,部品ねらい,厚木,愛甲石田駅前,142123,神奈川県,厚木市,愛甲東２丁目,2018-05-08,17,その他,その他
窃盗,部品ねらい,厚木,中津,144011,神奈川県,愛川町,中津,2015-08-30,20,一戸建住宅,ナンバープレート
窃盗,部品ねらい,厚木,中津,144011,神奈川県,愛川町,中津,2017-12-15,00,一戸建住宅,ナンバープレート
窃盗,部品ねらい,厚木,中津,144011,神奈川県,愛川町,中津,2018-01-01,12,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,厚木,中津,144011,神奈川県,愛川町,中津,2018-01-03,12,その他,ナンバープレート
窃盗,部品ねらい,厚木,中津,144011,神奈川県,愛川町,中津,2018-04-24,00,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,厚木,中津,144011,神奈川県,愛川町,中津,2018-04-28,22,その他の住宅（３階建て以下共同住宅等）,タイヤ・ホイール
窃盗,部品ねらい,厚木,南毛利,142123,神奈川県,厚木市,長谷,2013-03-18,14,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,厚木,南毛利,142123,神奈川県,厚木市,長谷,2018-01-07,21,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,厚木,南毛利,142123,神奈川県,厚木市,長谷,2018-02-17,23,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,厚木,南毛利,142123,神奈川県,厚木市,長谷,2018-07-15,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,厚木,南毛利,142123,神奈川県,厚木市,長谷,2018-09-14,20,その他,その他
窃盗,部品ねらい,厚木,南毛利,142123,神奈川県,厚木市,長谷,2018-10-20,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,厚木,三田,142123,神奈川県,厚木市,三田,2018-05-09,19,その他,ナンバープレート
窃盗,部品ねらい,厚木,三田,142123,神奈川県,厚木市,三田,2018-06-08,17,駐車（輪）場,その他
窃盗,部品ねらい,厚木,三田,142123,神奈川県,厚木市,三田,2018-11-20,23,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,厚木,下荻野,142123,神奈川県,厚木市,飯山,2018-08-04,18,一戸建住宅,ナンバープレート
窃盗,部品ねらい,厚木,下荻野,142123,神奈川県,厚木市,下荻野,2017-12-13,22,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,厚木,下荻野,142123,神奈川県,厚木市,下荻野,2018-03-01,12,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,厚木,下荻野,142123,神奈川県,厚木市,下荻野,2018-03-12,11,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,厚木,下荻野,142123,神奈川県,厚木市,宮の里４丁目,2018-01-21,21,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,厚木,鳶尾,142123,神奈川県,厚木市,鳶尾１丁目,2018-10-06,00,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,厚木,鳶尾,142123,神奈川県,厚木市,鳶尾２丁目,2018-06-15,22,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,厚木,鳶尾,142123,神奈川県,厚木市,鳶尾３丁目,2018-03-15,21,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,厚木,高峰,144011,神奈川県,愛川町,角田,2018-10-10,22,一戸建住宅,ナンバープレート
窃盗,部品ねらい,厚木,高峰,144011,神奈川県,愛川町,角田,2018-10-20,08,その他,ナンバープレート
窃盗,部品ねらい,厚木,高峰,144011,神奈川県,愛川町,三増,2018-07-16,09,その他,ナンバープレート
窃盗,部品ねらい,厚木,春日台,144011,神奈川県,愛川町,中津,2018-01-19,21,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,厚木,春日台,144011,神奈川県,愛川町,中津,2018-04-23,18,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,厚木,春日台,144011,神奈川県,愛川町,中津,2018-04-28,20,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,厚木,春日台,144011,神奈川県,愛川町,中津,2018-06-26,17,その他,その他
窃盗,部品ねらい,厚木,毛利台,142123,神奈川県,厚木市,愛名,2018-10-22,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,厚木,旭町,142123,神奈川県,厚木市,旭町３丁目,2018-02-04,12,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,厚木,旭町,142123,神奈川県,厚木市,旭町５丁目,2018-03-25,20,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,厚木,旭町,142123,神奈川県,厚木市,南町,不明,不明,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,相模原,上溝,141526,神奈川県,相模原市中央区,上溝,2018-01-05,12,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,相模原,上溝,141526,神奈川県,相模原市中央区,上溝,2018-06-12,12,駐車（輪）場,その他
窃盗,部品ねらい,相模原,上溝,141526,神奈川県,相模原市中央区,上溝,2018-06-13,17,その他,その他
窃盗,部品ねらい,相模原,上溝,141526,神奈川県,相模原市中央区,上溝,2018-06-14,17,駐車（輪）場,その他
窃盗,部品ねらい,相模原,上溝,141526,神奈川県,相模原市中央区,上溝,2018-06-14,18,その他,その他
窃盗,部品ねらい,相模原,上溝,141526,神奈川県,相模原市中央区,上溝,2018-06-22,21,一戸建住宅,ナンバープレート
窃盗,部品ねらい,相模原,上溝,141526,神奈川県,相模原市中央区,上溝,2018-07-13,14,駐車（輪）場,その他
窃盗,部品ねらい,相模原,上溝,141526,神奈川県,相模原市中央区,上溝,2018-07-19,17,その他,その他
窃盗,部品ねらい,相模原,上溝,141526,神奈川県,相模原市中央区,上溝,2018-08-02,17,その他,その他
窃盗,部品ねらい,相模原,上溝,141526,神奈川県,相模原市中央区,上溝１丁目,2018-08-06,18,駐車（輪）場,その他
窃盗,部品ねらい,相模原,上溝,141526,神奈川県,相模原市中央区,上溝２丁目,2018-03-24,16,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,相模原,上溝,141526,神奈川県,相模原市中央区,上溝２丁目,2018-05-22,16,駐車（輪）場,その他
窃盗,部品ねらい,相模原,上溝,141526,神奈川県,相模原市中央区,上溝２丁目,2018-07-30,20,駐車（輪）場,その他
窃盗,部品ねらい,相模原,上溝,141526,神奈川県,相模原市中央区,上溝４丁目,2017-06-21,09,その他,ナンバープレート
窃盗,部品ねらい,相模原,上溝,141526,神奈川県,相模原市中央区,上溝４丁目,2018-08-06,19,駐車（輪）場,その他
窃盗,部品ねらい,相模原,上溝,141526,神奈川県,相模原市中央区,上溝７丁目,2018-03-17,20,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,相模原,上溝,141526,神奈川県,相模原市中央区,田名,2018-07-13,18,駐車（輪）場,その他
窃盗,部品ねらい,相模原,上溝,141526,神奈川県,相模原市中央区,田名,2018-07-22,16,駐車（輪）場,その他
窃盗,部品ねらい,相模原,星が丘,141526,神奈川県,相模原市中央区,千代田１丁目,2018-05-14,23,その他の住宅（３階建て以下共同住宅等）,タイヤ・ホイール
窃盗,部品ねらい,相模原,星が丘,141526,神奈川県,相模原市中央区,千代田４丁目,2018-01-15,23,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,相模原,星が丘,141526,神奈川県,相模原市中央区,千代田６丁目,2018-02-14,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,相模原,星が丘,141526,神奈川県,相模原市中央区,陽光台４丁目,2018-07-06,16,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,相模原,淵野辺駅北口,141526,神奈川県,相模原市中央区,上矢部３丁目,2017-12-20,22,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,相模原,淵野辺駅北口,141526,神奈川県,相模原市中央区,上矢部５丁目,2018-02-10,10,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,相模原,淵野辺駅北口,141526,神奈川県,相模原市中央区,淵野辺本町１丁目,2018-01-29,20,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,相模原,淵野辺駅北口,141526,神奈川県,相模原市中央区,淵野辺本町２丁目,2018-02-25,11,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,相模原,淵野辺駅北口,141526,神奈川県,相模原市中央区,淵野辺本町４丁目,2018-02-23,17,その他,その他
窃盗,部品ねらい,相模原,淵野辺駅北口,141526,神奈川県,相模原市中央区,淵野辺本町４丁目,2018-04-06,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,相模原,淵野辺駅南口,141526,神奈川県,相模原市中央区,鹿沼台２丁目,2018-07-12,13,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,相模原,淵野辺駅南口,141526,神奈川県,相模原市中央区,共和２丁目,2018-03-17,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,相模原,淵野辺駅南口,141526,神奈川県,相模原市中央区,共和４丁目,2018-03-13,00,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,相模原,淵野辺駅南口,141526,神奈川県,相模原市中央区,矢部１丁目,2018-06-02,21,その他の住宅（３階建て以下共同住宅等）,タイヤ・ホイール
窃盗,部品ねらい,相模原,相模原駅前,141526,神奈川県,相模原市中央区,小山３丁目,2018-11-13,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,相模原,相模原駅前,141526,神奈川県,相模原市中央区,相模原２丁目,2018-04-20,22,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,相模原,横山,141526,神奈川県,相模原市中央区,横山台１丁目,2018-03-13,19,道路上,ナンバープレート
