罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,現金以外の主な被害品
窃盗,部品ねらい,大和,鶴間駅前,142131,神奈川県,大和市,鶴間１丁目,2023/5/28,0,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,鶴間駅前,142131,神奈川県,大和市,西鶴間１丁目,2023/1/7,21,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,鶴間駅前,142131,神奈川県,大和市,西鶴間２丁目,2023/4/15,8,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,鶴間駅前,142131,神奈川県,大和市,西鶴間２丁目,2023/10/28,13,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,大和,鶴間駅前,142131,神奈川県,大和市,深見西４丁目,2023/5/24,17,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,鶴間駅前,142131,神奈川県,大和市,深見西４丁目,2023/5/25,17,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,鶴間駅前,142131,神奈川県,大和市,深見東３丁目,2023/4/26,22,一戸建住宅,その他,ナンバープレート
窃盗,部品ねらい,大和,鶴間駅前,142131,神奈川県,大和市,深見東３丁目,2023/8/29,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,泉,いずみ野駅前,141160,神奈川県,横浜市泉区,和泉町,2023/6/9,15,その他,駐車（輪）場,その他
窃盗,部品ねらい,泉,いずみ野駅前,141160,神奈川県,横浜市泉区,和泉町,2023/9/20,12,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,泉,いずみ野駅前,141160,神奈川県,横浜市泉区,和泉町,不明,不明,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,泉,いちょう団地,141160,神奈川県,横浜市泉区,上飯田町,2023/8/1,8,その他の住宅（３階建て以下共同住宅等）,その他,ナンバープレート
窃盗,部品ねらい,泉,いちょう団地,141160,神奈川県,横浜市泉区,上飯田町,2023/11/18,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,泉,いちょう団地,141160,神奈川県,横浜市泉区,上飯田町,2023/11/28,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,泉,上飯田,141160,神奈川県,横浜市泉区,上飯田町,2023/5/21,16,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,泉,上飯田,141160,神奈川県,横浜市泉区,上飯田町,2023/8/25,17,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,泉,上飯田,141160,神奈川県,横浜市泉区,上飯田町,2023/10/12,8,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,泉,上飯田,141160,神奈川県,横浜市泉区,上飯田町,2023/11/1,7,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,泉,下和泉,141160,神奈川県,横浜市泉区,下飯田町,2023/1/22,16,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,泉,下和泉,141160,神奈川県,横浜市泉区,下飯田町,2023/3/22,17,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,泉,下和泉,141160,神奈川県,横浜市泉区,下和泉１丁目,2023/8/26,15,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,泉,下和泉,141160,神奈川県,横浜市泉区,下和泉１丁目,2023/9/23,21,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,泉,中田,141160,神奈川県,横浜市泉区,中田東４丁目,2023/6/8,21,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,泉,和泉,141160,神奈川県,横浜市泉区,,2023/8/4,16,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,泉,和泉,141160,神奈川県,横浜市泉区,和泉町,2023/9/23,22,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,泉,和泉,141160,神奈川県,横浜市泉区,和泉町,不明,不明,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,泉,和泉,141160,神奈川県,横浜市泉区,和泉中央南５丁目,2023/1/7,13,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,泉,和泉,141160,神奈川県,横浜市泉区,和泉中央北５丁目,2023/6/16,11,その他,駐車（輪）場,その他
窃盗,部品ねらい,泉,弥生台駅前,141160,神奈川県,横浜市泉区,弥生台,2023/6/19,7,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,泉,弥生台駅前,141160,神奈川県,横浜市泉区,弥生台,2023/11/29,19,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,泉,緑園都市駅前,141160,神奈川県,横浜市泉区,新橋町,2023/2/23,14,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸塚,上矢部,141101,神奈川県,横浜市戸塚区,上矢部町,2023/11/24,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,戸塚,下倉田,141101,神奈川県,横浜市戸塚区,下倉田町,2023/5/27,15,一戸建住宅,その他,ナンバープレート
窃盗,部品ねらい,戸塚,不動坂,141101,神奈川県,横浜市戸塚区,柏尾町,2023/1/9,19,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,戸塚,不動坂,141101,神奈川県,横浜市戸塚区,柏尾町,2023/9/17,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸塚,不動坂,141101,神奈川県,横浜市戸塚区,上矢部町,2023/11/5,17,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸塚,原宿,141101,神奈川県,横浜市戸塚区,戸塚町,2023/1/2,18,一戸建住宅,その他,ナンバープレート
窃盗,部品ねらい,戸塚,原宿,141101,神奈川県,横浜市戸塚区,東俣野町,2023/11/28,14,一戸建住宅,その他,ナンバープレート
窃盗,部品ねらい,戸塚,原宿,141101,神奈川県,横浜市戸塚区,俣野町,2023/12/5,17,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸塚,原宿,141101,神奈川県,横浜市戸塚区,原宿４丁目,2022/12/30,11,その他,駐車（輪）場,その他
窃盗,部品ねらい,戸塚,平戸,141101,神奈川県,横浜市戸塚区,平戸町,2023/1/17,20,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,戸塚,平戸,141101,神奈川県,横浜市戸塚区,平戸３丁目,2022/12/29,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,戸塚町,2023/2/16,7,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,戸塚町,2023/6/3,14,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,戸塚町,2023/9/18,5,その他,駐車（輪）場,その他
窃盗,部品ねらい,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,矢部町,2023/4/7,12,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,戸塚,東戸塚駅前,141101,神奈川県,横浜市戸塚区,川上町,2023/5/19,9,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,戸塚,東戸塚駅前,141101,神奈川県,横浜市戸塚区,川上町,2023/9/24,17,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸塚,東戸塚駅前,141101,神奈川県,横浜市戸塚区,品濃町,2023/6/6,15,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸塚,柏尾,141101,神奈川県,横浜市戸塚区,上柏尾町,2023/3/23,0,その他の住宅（３階建て以下共同住宅等）,その他,その他
窃盗,部品ねらい,戸塚,柏尾,141101,神奈川県,横浜市戸塚区,名瀬町,2023/11/9,18,駐車（輪）場,駐車（輪）場,ナンバープレート
