罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,現金被害の有無
窃盗,車上ねらい,大和,大和駅前,142131,神奈川県,大和市,中央３丁目,2022-05-19,20,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,大和,大和駅前,142131,神奈川県,大和市,中央５丁目,2022-10-24,11,４階建て以上共同住宅,その他,施錠せず,なし
窃盗,車上ねらい,大和,大和駅前,142131,神奈川県,大和市,中央７丁目,2022-03-26,03,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,大和,大和駅前,142131,神奈川県,大和市,中央７丁目,2022-03-26,19,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,大和,大和駅前,142131,神奈川県,大和市,大和南２丁目,2022-08-03,19,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,大和,寺尾,142182,神奈川県,綾瀬市,小園,2022-06-10,02,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,大和,寺尾,142182,神奈川県,綾瀬市,寺尾西２丁目,2022-12-06,21,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,大和,寺尾,142182,神奈川県,綾瀬市,寺尾台３丁目,2022-08-09,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,大和,桜ヶ丘,142131,神奈川県,大和市,上和田,2022-03-18,15,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,大和,相模大塚駅前,142131,神奈川県,大和市,上草柳,2022-04-01,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,大和,相模大塚駅前,142131,神奈川県,大和市,上草柳,2022-05-06,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,大和,相模大塚駅前,142131,神奈川県,大和市,上草柳,2022-06-05,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,大和,相模大塚駅前,142131,神奈川県,大和市,上草柳４丁目,2022-08-09,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,大和,相模大塚駅前,142131,神奈川県,大和市,上草柳９丁目,2022-09-30,13,道路上,その他,施錠せず,あり
窃盗,車上ねらい,大和,相模大塚駅前,142131,神奈川県,大和市,桜森３丁目,2022-10-08,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,大和,福田,142131,神奈川県,大和市,下和田,2022-03-26,20,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,大和,福田,142131,神奈川県,大和市,下和田,2022-11-05,19,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,大和,福田,142131,神奈川県,大和市,福田,2022-05-11,17,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,大和,綾瀬地区,142182,神奈川県,綾瀬市,早川,2022-01-03,00,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,大和,綾瀬地区,142182,神奈川県,綾瀬市,吉岡,2022-02-16,16,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,大和,綾瀬地区,142182,神奈川県,綾瀬市,吉岡,2022-02-16,19,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,大和,鶴間駅前,142131,神奈川県,大和市,下鶴間１丁目,2022-07-25,16,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,大和,鶴間駅前,142131,神奈川県,大和市,西鶴間２丁目,2022-09-22,08,道路上,その他,施錠せず,なし
窃盗,車上ねらい,大和,鶴間駅前,142131,神奈川県,大和市,西鶴間３丁目,2022-05-14,20,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,大和,鶴間駅前,142131,神奈川県,大和市,深見西３丁目,2022-04-26,03,道路上,その他,施錠せず,あり
窃盗,車上ねらい,大和,鶴間駅前,142131,神奈川県,大和市,深見西８丁目,2022-10-26,21,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,泉,いずみ野駅前,141160,神奈川県,横浜市泉区,上飯田町,2022-02-02,01,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,泉,上飯田,141160,神奈川県,横浜市泉区,上飯田町,2022-02-14,19,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,泉,上飯田,141160,神奈川県,横浜市泉区,上飯田町,2022-05-14,11,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,泉,上飯田,141160,神奈川県,横浜市泉区,上飯田町,2022-05-14,19,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,泉,上飯田,141160,神奈川県,横浜市泉区,上飯田町,2022-07-12,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,泉,上飯田,141160,神奈川県,横浜市泉区,上飯田町,2022-07-12,22,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,泉,上飯田,141160,神奈川県,横浜市泉区,上飯田町,2022-08-05,15,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,泉,下和泉,141160,神奈川県,横浜市泉区,和泉町,2022-07-16,14,その他,その他,施錠せず,あり
窃盗,車上ねらい,泉,下和泉,141160,神奈川県,横浜市泉区,下和泉１丁目,2022-07-16,08,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,泉,下和泉,141160,神奈川県,横浜市泉区,和泉が丘１丁目,2022-07-13,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,泉,下和泉,141160,神奈川県,横浜市泉区,和泉が丘１丁目,2022-12-16,18,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,泉,中田,141160,神奈川県,横浜市泉区,中田町,2022-06-05,18,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,泉,中田,141160,神奈川県,横浜市泉区,中田北２丁目,2022-06-03,19,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,泉,中田,141160,神奈川県,横浜市泉区,中田西４丁目,2022-09-08,12,その他,その他,施錠せず,あり
窃盗,車上ねらい,泉,和泉,141160,神奈川県,横浜市泉区,和泉町,2022-05-14,20,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,泉,和泉,141160,神奈川県,横浜市泉区,和泉町,2022-10-03,19,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,泉,和泉,141160,神奈川県,横浜市泉区,和泉中央南４丁目,2022-06-29,13,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,泉,弥生台駅前,141160,神奈川県,横浜市泉区,岡津町,2022-04-21,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,戸塚,上矢部,141101,神奈川県,横浜市戸塚区,上矢部町,2022-09-27,16,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,戸塚,上矢部,141101,神奈川県,横浜市戸塚区,上矢部町,2022-09-27,20,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,戸塚,上矢部,141101,神奈川県,横浜市戸塚区,名瀬町,2022-04-30,14,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,戸塚,上矢部,141101,神奈川県,横浜市戸塚区,名瀬町,2022-06-28,21,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,戸塚,原宿,141101,神奈川県,横浜市戸塚区,小雀町,2022-01-05,19,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,戸塚,原宿,141101,神奈川県,横浜市戸塚区,戸塚町,2022-10-21,04,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,戸塚,原宿,141101,神奈川県,横浜市戸塚区,東俣野町,2022-07-14,20,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,戸塚,原宿,141101,神奈川県,横浜市戸塚区,俣野町,2022-02-01,20,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,戸塚,平戸,141101,神奈川県,横浜市戸塚区,平戸町,2022-12-01,19,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,戸塚,平戸,141101,神奈川県,横浜市戸塚区,平戸１丁目,2022-06-24,22,道路上,その他,施錠した,なし
窃盗,車上ねらい,戸塚,平戸,141101,神奈川県,横浜市戸塚区,平戸１丁目,2022-09-27,19,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,戸塚,平戸,141101,神奈川県,横浜市戸塚区,平戸２丁目,2022-02-08,19,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,戸塚,平戸,141101,神奈川県,横浜市戸塚区,平戸３丁目,2022-01-15,23,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,戸塚,平戸,141101,神奈川県,横浜市戸塚区,平戸４丁目,2022-03-20,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,戸塚,戸塚駅東口,141101,神奈川県,横浜市戸塚区,矢部町,2022-03-08,21,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,戸塚町,2022-11-06,16,道路上,その他,施錠せず,あり
窃盗,車上ねらい,戸塚,東戸塚駅前,141101,神奈川県,横浜市戸塚区,川上町,2022-05-20,13,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,戸塚,東戸塚駅前,141101,神奈川県,横浜市戸塚区,品濃町,2022-05-08,15,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,戸塚,東戸塚駅前,141101,神奈川県,横浜市戸塚区,上品濃,2022-05-10,00,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,戸塚,東戸塚駅前,141101,神奈川県,横浜市戸塚区,上品濃,2022-05-20,06,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,戸塚,柏尾,141101,神奈川県,横浜市戸塚区,秋葉町,2022-05-05,17,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,戸塚,柏尾,141101,神奈川県,横浜市戸塚区,上柏尾町,2022-08-27,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,戸塚,柏尾,141101,神奈川県,横浜市戸塚区,名瀬町,2022-08-19,19,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,戸塚,舞岡,141101,神奈川県,横浜市戸塚区,舞岡町,2022-03-31,01,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,戸塚,舞岡,141101,神奈川県,横浜市戸塚区,舞岡町,2022-06-25,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,戸塚,踊場,141101,神奈川県,横浜市戸塚区,汲沢２丁目,2022-02-01,19,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,戸塚,踊場,141101,神奈川県,横浜市戸塚区,汲沢３丁目,2022-11-03,16,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,旭,ひかりが丘,141127,神奈川県,横浜市旭区,上白根町,2022-04-27,15,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,旭,ひかりが丘,141127,神奈川県,横浜市旭区,上白根１丁目,2022-08-18,09,一戸建住宅,その他,施錠せず,あり
窃盗,車上ねらい,旭,ひかりが丘,141127,神奈川県,横浜市旭区,中白根３丁目,2022-09-26,15,その他,その他,施錠せず,あり
窃盗,車上ねらい,旭,上川井,141127,神奈川県,横浜市旭区,上川井町,2022-06-23,18,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,旭,上川井,141127,神奈川県,横浜市旭区,上川井町,2022-07-30,16,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,旭,上川井,141127,神奈川県,横浜市旭区,川井宿町,2022-06-23,20,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,旭,二俣川,141127,神奈川県,横浜市旭区,さちが丘,2022-06-21,09,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,旭,二俣川,141127,神奈川県,横浜市旭区,本村町,2022-06-02,10,その他,その他,施錠せず,あり
窃盗,車上ねらい,旭,二俣川,141127,神奈川県,横浜市旭区,本村町,2022-12-23,21,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,旭,二俣川ニュータウン,141127,神奈川県,横浜市旭区,今宿１丁目,2022-06-19,11,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,旭,二俣川ニュータウン,141127,神奈川県,横浜市旭区,今宿１丁目,2022-08-01,00,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,旭,今宿,141127,神奈川県,横浜市旭区,今川町,2022-05-19,22,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,旭,今宿,141127,神奈川県,横浜市旭区,今宿南町,2022-05-16,16,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,旭,南希望が丘,141127,神奈川県,横浜市旭区,善部町,2022-06-07,14,その他,その他,施錠せず,なし
窃盗,車上ねらい,旭,南希望が丘,141127,神奈川県,横浜市旭区,善部町,2022-07-17,08,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,旭,南希望が丘,141127,神奈川県,横浜市旭区,南希望が丘,2022-10-31,11,道路上,その他,施錠せず,なし
窃盗,車上ねらい,旭,左近山,141127,神奈川県,横浜市旭区,桐が作,2022-01-08,12,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,旭,左近山,141127,神奈川県,横浜市旭区,桐が作,2022-01-16,01,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,旭,左近山,141127,神奈川県,横浜市旭区,桐が作,2022-02-14,19,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,旭,左近山,141127,神奈川県,横浜市旭区,桐が作,2022-03-11,23,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,旭,左近山,141127,神奈川県,横浜市旭区,桐が作,2022-05-23,17,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,旭,左近山,141127,神奈川県,横浜市旭区,桐が作,2022-08-29,19,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,旭,左近山,141127,神奈川県,横浜市旭区,左近山,2022-08-01,16,４階建て以上共同住宅,その他,施錠した,なし
窃盗,車上ねらい,旭,左近山,141127,神奈川県,横浜市旭区,二俣川１丁目,2022-01-14,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,旭,市沢,141127,神奈川県,横浜市旭区,市沢町,2022-02-12,20,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,旭,市沢,141127,神奈川県,横浜市旭区,市沢町,2022-03-12,15,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,旭,市沢,141127,神奈川県,横浜市旭区,市沢町,2022-03-12,23,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,旭,市沢,141127,神奈川県,横浜市旭区,市沢町,2022-04-24,22,一戸建住宅,その他,施錠せず,あり
窃盗,車上ねらい,旭,市沢,141127,神奈川県,横浜市旭区,市沢町,2022-04-25,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,旭,市沢,141127,神奈川県,横浜市旭区,市沢町,2022-05-01,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,旭,市沢,141127,神奈川県,横浜市旭区,市沢町,2022-05-15,00,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,旭,市沢,141127,神奈川県,横浜市旭区,市沢町,2022-05-24,03,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,旭,市沢,141127,神奈川県,横浜市旭区,市沢町,2022-08-13,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,旭,市沢,141127,神奈川県,横浜市旭区,市沢町,2022-08-29,19,一戸建住宅,その他,施錠した,あり
窃盗,車上ねらい,旭,希望が丘,141127,神奈川県,横浜市旭区,中希望が丘,2022-05-27,17,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,旭,白根,141127,神奈川県,横浜市旭区,白根町,2022-09-26,17,その他,その他,施錠せず,あり
窃盗,車上ねらい,旭,白根,141127,神奈川県,横浜市旭区,白根３丁目,2022-05-13,19,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,旭,白根,141127,神奈川県,横浜市旭区,白根３丁目,2022-08-03,19,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,旭,白根,141127,神奈川県,横浜市旭区,白根４丁目,2022-05-13,17,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,旭,白根,141127,神奈川県,横浜市旭区,白根４丁目,2022-05-13,18,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,旭,白根,141127,神奈川県,横浜市旭区,白根４丁目,2022-11-11,14,道路上,その他,施錠せず,あり
窃盗,車上ねらい,旭,白根,141127,神奈川県,横浜市旭区,白根８丁目,2022-10-17,23,一戸建住宅,その他,施錠した,あり
窃盗,車上ねらい,旭,白根,141127,神奈川県,横浜市旭区,中白根２丁目,2022-01-16,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,旭,笹野台,141127,神奈川県,横浜市旭区,金が谷,2022-11-09,13,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,旭,都岡,141127,神奈川県,横浜市旭区,下川井町,2022-06-21,17,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,旭,鶴ケ峰,141127,神奈川県,横浜市旭区,川島町,2022-06-22,11,その他,その他,施錠せず,あり
窃盗,車上ねらい,旭,鶴ケ峰,141127,神奈川県,横浜市旭区,鶴ケ峰２丁目,2022-10-16,10,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,旭,鶴ケ峰,141127,神奈川県,横浜市旭区,鶴ケ峰本町２丁目,2022-10-12,13,道路上,その他,施錠せず,あり
窃盗,車上ねらい,加賀町,元町,141046,神奈川県,横浜市中区,山下町,2022-06-13,15,道路上,その他,施錠せず,あり
窃盗,車上ねらい,加賀町,尾上町,141046,神奈川県,横浜市中区,尾上町５丁目,2022-06-22,15,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,加賀町,尾上町,141046,神奈川県,横浜市中区,住吉町４丁目,2022-06-11,11,道路上,その他,施錠せず,あり
窃盗,車上ねらい,加賀町,尾上町,141046,神奈川県,横浜市中区,住吉町６丁目,2022-06-22,09,道路上,その他,施錠せず,あり
窃盗,車上ねらい,加賀町,尾上町,141046,神奈川県,横浜市中区,弁天通４丁目,2022-05-26,09,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,加賀町,尾上町,141046,神奈川県,横浜市中区,真砂町３丁目,2022-04-07,16,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,加賀町,山下町,141046,神奈川県,横浜市中区,新山下３丁目,2022-04-15,08,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,加賀町,山下町,141046,神奈川県,横浜市中区,山下町,2022-05-20,08,その他,その他,施錠せず,あり
窃盗,車上ねらい,加賀町,山下町,141046,神奈川県,横浜市中区,山下町,2022-06-13,12,道路上,その他,施錠せず,あり
窃盗,車上ねらい,加賀町,山下町,141046,神奈川県,横浜市中区,山下町,2022-09-23,10,道路上,その他,施錠せず,なし
窃盗,車上ねらい,加賀町,本町,141046,神奈川県,横浜市中区,日本大通,2022-06-22,12,道路上,その他,施錠せず,あり
窃盗,車上ねらい,加賀町,本町,141046,神奈川県,横浜市中区,弁天通３丁目,2022-06-26,10,道路上,その他,施錠せず,あり
窃盗,車上ねらい,加賀町,本町,141046,神奈川県,横浜市中区,南仲通４丁目,2022-10-03,17,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,山手,山手駅前,141046,神奈川県,横浜市中区,竹之丸,2022-11-30,23,４階建て以上共同住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,山手,本牧三之谷,141046,神奈川県,横浜市中区,本牧三之谷,2022-04-25,12,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,山手,本牧三之谷,141046,神奈川県,横浜市中区,本牧三之谷,2022-08-21,21,道路上,その他,施錠せず,あり
窃盗,車上ねらい,磯子,上中里,141071,神奈川県,横浜市磯子区,田中２丁目,2022-07-27,09,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,磯子,丸山,141071,神奈川県,横浜市磯子区,久木町,2022-01-04,10,道路上,その他,施錠せず,なし
窃盗,車上ねらい,磯子,杉田,141071,神奈川県,横浜市磯子区,杉田５丁目,2022-08-28,18,道路上,その他,施錠した,あり
窃盗,車上ねらい,磯子,根岸駅前,141071,神奈川県,横浜市磯子区,原町,2022-10-28,18,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,磯子,洋光台,141071,神奈川県,横浜市磯子区,洋光台１丁目,2022-10-14,06,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,磯子,磯子駅前,141071,神奈川県,横浜市磯子区,磯子２丁目,2022-05-26,17,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,磯子,磯子駅前,141071,神奈川県,横浜市磯子区,磯子３丁目,2022-01-12,14,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,金沢,六浦,141089,神奈川県,横浜市金沢区,六浦１丁目,2022-05-05,09,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,金沢,六浦,141089,神奈川県,横浜市金沢区,柳町,2022-03-07,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,金沢,六浦川,141089,神奈川県,横浜市金沢区,六浦南４丁目,2022-08-30,02,４階建て以上共同住宅,その他,施錠せず,あり
窃盗,車上ねらい,金沢,大道,141089,神奈川県,横浜市金沢区,東朝比奈２丁目,2022-10-03,17,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,金沢,幸浦,141089,神奈川県,横浜市金沢区,福浦１丁目,2022-05-12,04,その他,その他,施錠せず,なし
窃盗,車上ねらい,金沢,金沢文庫駅前,141089,神奈川県,横浜市金沢区,谷津町,2022-03-29,08,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,伊勢佐木,伊勢佐木町,141046,神奈川県,横浜市中区,長者町９丁目,2022-05-15,05,駐車（輪）場,駐車（輪）場,施錠せず,あり
