罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,現金被害の有無
窃盗,車上ねらい,港南,日野,141119,神奈川県,横浜市港南区,日野７丁目,20241016,8,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,港南,日野,141119,神奈川県,横浜市港南区,日野８丁目,20240404,23,その他,その他,施錠した,なし
窃盗,車上ねらい,港南,日野,141119,神奈川県,横浜市港南区,日野９丁目,20240229,14,道路上,その他,施錠せず,あり
窃盗,車上ねらい,港南,日野,141119,神奈川県,横浜市港南区,日野中央１丁目,20240726,15,道路上,その他,施錠せず,あり
窃盗,車上ねらい,港南,日野,141119,神奈川県,横浜市港南区,日野中央２丁目,20240722,14,４階建て以上共同住宅,その他,施錠せず,あり
窃盗,車上ねらい,港南,芹が谷,141119,神奈川県,横浜市港南区,芹が谷４丁目,20240229,16,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,港南,芹が谷,141119,神奈川県,横浜市港南区,下永谷５丁目,20241209,14,道路上,その他,施錠せず,あり
窃盗,車上ねらい,港南,野庭,141119,神奈川県,横浜市港南区,野庭町,20240803,9,４階建て以上共同住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,港南,港南台駅前,141119,神奈川県,横浜市港南区,港南台３丁目,20240209,17,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港南,港南台駅前,141119,神奈川県,横浜市港南区,港南台３丁目,20240413,12,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,港南,港南台駅前,141119,神奈川県,横浜市港南区,港南台４丁目,20240425,13,道路上,その他,施錠せず,あり
窃盗,車上ねらい,港南,港南台駅前,141119,神奈川県,横浜市港南区,港南台９丁目,20240321,19,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,港南,港南台駅前,141119,神奈川県,横浜市港南区,日野南６丁目,20241224,10,道路上,その他,施錠せず,あり
窃盗,車上ねらい,港南,港南台駅前,141119,神奈川県,横浜市港南区,日野南６丁目,20241224,10,道路上,その他,施錠せず,あり
窃盗,車上ねらい,港南,上永谷駅前,141119,神奈川県,横浜市港南区,上永谷３丁目,20240828,16,道路上,その他,施錠せず,なし
窃盗,車上ねらい,港南,上永谷駅前,141119,神奈川県,横浜市港南区,上永谷６丁目,20240726,14,４階建て以上共同住宅,その他,施錠せず,あり
窃盗,車上ねらい,港南,上永谷駅前,141119,神奈川県,横浜市港南区,丸山台３丁目,20241118,9,道路上,その他,施錠せず,あり
窃盗,車上ねらい,港南,港南台南,141119,神奈川県,横浜市港南区,港南台１丁目,20240823,9,道路上,その他,施錠せず,あり
窃盗,車上ねらい,港南,港南台南,141119,神奈川県,横浜市港南区,港南台１丁目,20241109,14,道路上,その他,施錠せず,なし
窃盗,車上ねらい,港南,港南台南,141119,神奈川県,横浜市港南区,港南台６丁目,20240427,23,道路上,その他,施錠した,あり
窃盗,車上ねらい,港南,港南台南,141119,神奈川県,横浜市港南区,港南台８丁目,20240420,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港南,日限山,141119,神奈川県,横浜市港南区,日限山１丁目,20241118,10,道路上,その他,施錠せず,なし
窃盗,車上ねらい,緑,長津田駅前,141135,神奈川県,横浜市緑区,長津田町,20240529,11,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,緑,長津田駅前,141135,神奈川県,横浜市緑区,長津田３丁目,20240930,8,道路上,その他,施錠せず,あり
窃盗,車上ねらい,緑,長津田駅前,141135,神奈川県,横浜市緑区,長津田みなみ台５丁目,20240210,22,４階建て以上共同住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,緑,鴨居駅前,141135,神奈川県,横浜市緑区,竹山１丁目,20241118,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,緑,鴨居駅前,141135,神奈川県,横浜市緑区,鴨居１丁目,20240117,16,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,緑,鴨居駅前,141135,神奈川県,横浜市緑区,鴨居４丁目,20240519,20,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,緑,鴨居駅前,141135,神奈川県,横浜市緑区,東本郷１丁目,20241228,19,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,緑,鴨居駅前,141135,神奈川県,横浜市緑区,東本郷３丁目,20240314,16,その他,その他,施錠せず,なし
窃盗,車上ねらい,緑,鴨居駅前,141135,神奈川県,横浜市緑区,白山１丁目,20240310,2,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,緑,鴨居駅前,141135,神奈川県,横浜市緑区,白山１丁目,20240921,19,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,緑,鴨居駅前,141135,神奈川県,横浜市緑区,白山２丁目,20241228,19,道路上,その他,施錠せず,あり
窃盗,車上ねらい,緑,中山駅前,141135,神奈川県,横浜市緑区,台村町,20240529,13,道路上,その他,施錠せず,なし
窃盗,車上ねらい,緑,中山駅前,141135,神奈川県,横浜市緑区,台村町,20240630,18,その他の住宅（３階建て以下共同住宅等）,その他,施錠した,なし
窃盗,車上ねらい,緑,中山駅前,141135,神奈川県,横浜市緑区,台村町,20240722,10,道路上,その他,施錠せず,あり
窃盗,車上ねらい,緑,中山駅前,141135,神奈川県,横浜市緑区,三保町,20240228,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,緑,中山駅前,141135,神奈川県,横浜市緑区,三保町,20241213,18,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,緑,中山駅前,141135,神奈川県,横浜市緑区,中山１丁目,20241122,17,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,緑,中山駅前,141135,神奈川県,横浜市緑区,中山３丁目,20240422,19,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,緑,中山駅前,141135,神奈川県,横浜市緑区,中山３丁目,20240713,17,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,緑,北八朔町,141135,神奈川県,横浜市緑区,北八朔町,20241113,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,緑,北八朔町,141135,神奈川県,横浜市緑区,北八朔町,20241113,17,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,緑,北八朔町,141135,神奈川県,横浜市緑区,小山町,20241128,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,戸塚町,20240129,9,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,戸塚町,20240409,0,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,戸塚町,20240407,18,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,戸塚町,20240408,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,戸塚町,20241215,13,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,矢部町,20240715,10,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,戸塚,踊場,141101,神奈川県,横浜市戸塚区,戸塚町,20240703,13,道路上,その他,施錠せず,あり
窃盗,車上ねらい,戸塚,踊場,141101,神奈川県,横浜市戸塚区,汲沢１丁目,20241011,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,戸塚,踊場,141101,神奈川県,横浜市戸塚区,汲沢６丁目,20240525,8,その他,その他,施錠した,なし
窃盗,車上ねらい,戸塚,踊場,141101,神奈川県,横浜市戸塚区,汲沢７丁目,20241202,11,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,戸塚,不動坂,141101,神奈川県,横浜市戸塚区,秋葉町,20241123,20,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,戸塚,不動坂,141101,神奈川県,横浜市戸塚区,柏尾町,20240722,8,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,戸塚,不動坂,141101,神奈川県,横浜市戸塚区,柏尾町,20241110,9,道路上,その他,施錠せず,なし
窃盗,車上ねらい,戸塚,不動坂,141101,神奈川県,横浜市戸塚区,柏尾町,20241112,18,道路上,その他,施錠せず,なし
窃盗,車上ねらい,戸塚,不動坂,141101,神奈川県,横浜市戸塚区,上矢部町,20240410,10,道路上,その他,施錠せず,あり
窃盗,車上ねらい,戸塚,不動坂,141101,神奈川県,横浜市戸塚区,舞岡町,20240511,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,戸塚,不動坂,141101,神奈川県,横浜市戸塚区,吉田町,20240426,21,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,戸塚,原宿,141101,神奈川県,横浜市戸塚区,小雀町,20241221,13,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,戸塚,原宿,141101,神奈川県,横浜市戸塚区,戸塚町,20240416,0,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,戸塚,原宿,141101,神奈川県,横浜市戸塚区,原宿１丁目,20240408,18,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,戸塚,原宿,141101,神奈川県,横浜市戸塚区,原宿４丁目,20240716,3,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,戸塚,原宿,141101,神奈川県,横浜市戸塚区,原宿４丁目,20241206,15,その他,その他,施錠せず,あり
窃盗,車上ねらい,戸塚,平戸,141101,神奈川県,横浜市戸塚区,平戸町,20240428,14,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,戸塚,平戸,141101,神奈川県,横浜市戸塚区,平戸５丁目,20240820,10,道路上,その他,施錠せず,あり
窃盗,車上ねらい,戸塚,上矢部,141101,神奈川県,横浜市戸塚区,上矢部町,20240331,10,道路上,その他,施錠せず,あり
窃盗,車上ねらい,戸塚,上矢部,141101,神奈川県,横浜市戸塚区,上矢部町,20240426,19,道路上,その他,施錠した,あり
窃盗,車上ねらい,戸塚,上矢部,141101,神奈川県,横浜市戸塚区,名瀬町,20241206,11,道路上,その他,施錠せず,あり
窃盗,車上ねらい,戸塚,深谷,141101,神奈川県,横浜市戸塚区,汲沢町,20240717,12,道路上,その他,施錠せず,あり
窃盗,車上ねらい,戸塚,深谷,141101,神奈川県,横浜市戸塚区,深谷町,20240202,18,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,戸塚,深谷,141101,神奈川県,横浜市戸塚区,深谷町,20240907,4,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,戸塚,深谷,141101,神奈川県,横浜市戸塚区,深谷町,20241207,17,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,戸塚,深谷,141101,神奈川県,横浜市戸塚区,俣野町,20240406,13,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,戸塚,東戸塚駅前,141101,神奈川県,横浜市戸塚区,川上町,20240426,1,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,戸塚,舞岡,141101,神奈川県,横浜市戸塚区,南舞岡２丁目,20241110,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,戸塚,下倉田,141101,神奈川県,横浜市戸塚区,下倉田町,20240422,13,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,戸塚,下倉田,141101,神奈川県,横浜市戸塚区,下倉田町,20240423,23,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,戸塚,下倉田,141101,神奈川県,横浜市戸塚区,下倉田町,20240819,14,道路上,その他,施錠せず,あり
窃盗,車上ねらい,戸塚,下倉田,141101,神奈川県,横浜市戸塚区,下倉田町,20241209,21,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,戸塚,戸塚駅東口,141101,神奈川県,横浜市戸塚区,上倉田町,20241211,21,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,横浜水上,新港町,141046,神奈川県,横浜市中区,新港２丁目,20240731,11,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,港北,菊名駅前,141097,神奈川県,横浜市港北区,菊名３丁目,20240512,19,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港北,菊名駅前,141097,神奈川県,横浜市港北区,菊名４丁目,20240229,13,道路上,その他,施錠せず,あり
窃盗,車上ねらい,港北,菊名駅前,141097,神奈川県,横浜市港北区,大豆戸町,20241113,21,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港北,大倉山,141097,神奈川県,横浜市港北区,師岡町,20240414,10,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,港北,大倉山,141097,神奈川県,横浜市港北区,師岡町,20241027,11,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,港北,大倉山,141097,神奈川県,横浜市港北区,大倉山１丁目,20240416,8,その他,その他,施錠した,あり
窃盗,車上ねらい,港北,樽町,141097,神奈川県,横浜市港北区,樽町２丁目,20241005,9,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,港北,樽町,141097,神奈川県,横浜市港北区,樽町２丁目,20241005,18,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,港北,樽町,141097,神奈川県,横浜市港北区,樽町３丁目,20240107,12,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,港北,樽町,141097,神奈川県,横浜市港北区,大曽根１丁目,20240109,22,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港北,樽町,141097,神奈川県,横浜市港北区,大曽根３丁目,20241118,17,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港北,吉田口,141097,神奈川県,横浜市港北区,新吉田町,20240908,7,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港北,吉田口,141097,神奈川県,横浜市港北区,新吉田町,20240909,1,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港北,吉田口,141097,神奈川県,横浜市港北区,新吉田町,20241203,19,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港北,小机,141097,神奈川県,横浜市港北区,小机町,20240116,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,港北,小机,141097,神奈川県,横浜市港北区,小机町,20240329,20,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港北,小机,141097,神奈川県,横浜市港北区,小机町,20240710,19,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,港北,小机,141097,神奈川県,横浜市港北区,小机町,20240823,10,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,港北,小机,141097,神奈川県,横浜市港北区,鳥山町,20240330,2,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,港北,小机,141097,神奈川県,横浜市港北区,鳥山町,20241004,19,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,港北,新横浜駅前,141097,神奈川県,横浜市港北区,新横浜３丁目,20240126,16,その他,その他,施錠せず,あり
窃盗,車上ねらい,港北,新横浜駅前,141097,神奈川県,横浜市港北区,新横浜３丁目,20240202,0,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,港北,高田,141097,神奈川県,横浜市港北区,高田町,20240615,6,その他,その他,施錠せず,あり
窃盗,車上ねらい,港北,新羽駅前,141097,神奈川県,横浜市港北区,新羽町,20240531,20,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,港北,綱島駅前,141097,神奈川県,横浜市港北区,綱島西２丁目,20240524,20,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,港北,綱島駅前,141097,神奈川県,横浜市港北区,綱島東２丁目,20240726,16,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,港北,日吉東,141097,神奈川県,横浜市港北区,日吉４丁目,20241010,10,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,旭,鶴ケ峰,141127,神奈川県,横浜市旭区,三反田町,20240220,22,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,旭,鶴ケ峰,141127,神奈川県,横浜市旭区,鶴ケ峰１丁目,20240407,21,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,旭,鶴ケ峰,141127,神奈川県,横浜市旭区,西川島町,20240413,10,その他,その他,施錠せず,あり
窃盗,車上ねらい,旭,鶴ケ峰,141127,神奈川県,横浜市旭区,西川島町,20241028,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,旭,希望が丘,141127,神奈川県,横浜市旭区,東希望が丘,20240216,19,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,旭,二俣川,141127,神奈川県,横浜市旭区,本宿町,20240511,2,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,旭,二俣川,141127,神奈川県,横浜市旭区,本宿町,20240804,23,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,旭,市沢,141127,神奈川県,横浜市旭区,市沢町,20240427,23,一戸建住宅,その他,施錠した,あり
窃盗,車上ねらい,旭,市沢,141127,神奈川県,横浜市旭区,市沢町,20240427,18,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,旭,市沢,141127,神奈川県,横浜市旭区,三反田町,20240510,12,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,旭,白根,141127,神奈川県,横浜市旭区,白根６丁目,20240515,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,旭,白根,141127,神奈川県,横浜市旭区,白根６丁目,20240610,20,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,旭,白根,141127,神奈川県,横浜市旭区,白根６丁目,20240902,22,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,旭,白根,141127,神奈川県,横浜市旭区,白根７丁目,20240331,9,道路上,その他,施錠せず,あり
窃盗,車上ねらい,旭,白根,141127,神奈川県,横浜市旭区,白根７丁目,20241113,20,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,旭,上川井,141127,神奈川県,横浜市旭区,上川井町,20240202,17,その他,その他,施錠せず,なし
窃盗,車上ねらい,旭,上川井,141127,神奈川県,横浜市旭区,川井宿町,20240118,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,旭,上川井,141127,神奈川県,横浜市旭区,川井本町,20240313,20,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,旭,上川井,141127,神奈川県,横浜市旭区,川井本町,20240503,14,道路上,その他,施錠せず,あり
窃盗,車上ねらい,旭,上川井,141127,神奈川県,横浜市旭区,川井本町,20241128,13,その他,その他,施錠せず,あり
窃盗,車上ねらい,旭,ひかりが丘,141127,神奈川県,横浜市旭区,上白根町,20240512,10,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,旭,ひかりが丘,141127,神奈川県,横浜市旭区,上白根町,20240723,8,その他,その他,施錠せず,あり
窃盗,車上ねらい,旭,ひかりが丘,141127,神奈川県,横浜市旭区,上白根１丁目,20240512,12,４階建て以上共同住宅,その他,施錠せず,あり
窃盗,車上ねらい,旭,ひかりが丘,141127,神奈川県,横浜市旭区,中白根３丁目,20240611,0,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,旭,今宿,141127,神奈川県,横浜市旭区,今宿東町,20240318,17,一戸建住宅,その他,施錠せず,あり
窃盗,車上ねらい,旭,笹野台,141127,神奈川県,横浜市旭区,今宿２丁目,20240423,20,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,旭,都岡,141127,神奈川県,横浜市旭区,都岡町,20240714,0,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,旭,二俣川ニュータウン,141127,神奈川県,横浜市旭区,中沢２丁目,20210721,17,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,旭,二俣川ニュータウン,141127,神奈川県,横浜市旭区,中沢３丁目,20241210,21,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,瀬谷,瀬谷駅前,141143,神奈川県,横浜市瀬谷区,二ツ橋町,20241016,18,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,瀬谷,瀬谷駅前,141143,神奈川県,横浜市瀬谷区,瀬谷５丁目,20241002,8,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,瀬谷,南台,141143,神奈川県,横浜市瀬谷区,南台１丁目,20241220,5,４階建て以上共同住宅,その他,施錠した,なし
窃盗,車上ねらい,瀬谷,阿久和町,141143,神奈川県,横浜市瀬谷区,阿久和東３丁目,20240630,11,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,瀬谷,阿久和町,141143,神奈川県,横浜市瀬谷区,阿久和南３丁目,20240509,18,その他,その他,施錠した,なし
窃盗,車上ねらい,瀬谷,目黒,141143,神奈川県,横浜市瀬谷区,卸本町,20240805,9,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,瀬谷,目黒,141143,神奈川県,横浜市瀬谷区,上瀬谷町,20240211,11,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,瀬谷,目黒,141143,神奈川県,横浜市瀬谷区,目黒町,20240522,9,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,瀬谷,目黒,141143,神奈川県,横浜市瀬谷区,目黒町,20240604,18,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,瀬谷,竹村町,141143,神奈川県,横浜市瀬谷区,本郷１丁目,20240917,19,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,瀬谷,北新,141143,神奈川県,横浜市瀬谷区,橋戸２丁目,20240329,19,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,栄,本郷台駅前,141151,神奈川県,横浜市栄区,小菅ケ谷１丁目,20241229,18,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,栄,上郷,141151,神奈川県,横浜市栄区,上之町,20240408,21,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,栄,上郷,141151,神奈川県,横浜市栄区,上之町,20240414,12,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,栄,上郷,141151,神奈川県,横浜市栄区,公田町,20240412,19,道路上,その他,施錠した,なし
窃盗,車上ねらい,栄,田谷,141151,神奈川県,横浜市栄区,金井町,20240408,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,栄,田谷,141151,神奈川県,横浜市栄区,田谷町,20230310,17,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,栄,豊田,141151,神奈川県,横浜市栄区,飯島町,20240408,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,栄,豊田,141151,神奈川県,横浜市栄区,飯島町,20241108,8,その他,その他,施錠せず,あり
窃盗,車上ねらい,栄,豊田,141151,神奈川県,横浜市栄区,飯島町,20241224,8,その他,その他,施錠せず,なし
窃盗,車上ねらい,栄,豊田,141151,神奈川県,横浜市栄区,長沼町,20240505,17,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,青葉,青葉台駅前,141178,神奈川県,横浜市青葉区,大場町,20240308,13,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,青葉,青葉台駅前,141178,神奈川県,横浜市青葉区,桜台,20241107,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,青葉,青葉台駅前,141178,神奈川県,横浜市青葉区,しらとり台,20241004,21,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,青葉,青葉台駅前,141178,神奈川県,横浜市青葉区,松風台,20240111,12,４階建て以上共同住宅,その他,施錠せず,なし
窃盗,車上ねらい,青葉,荏田町,141178,神奈川県,横浜市青葉区,あざみ野南１丁目,20240310,19,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,青葉,荏田町,141178,神奈川県,横浜市青葉区,あざみ野南２丁目,20240308,15,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,青葉,たまプラーザ駅前,141178,神奈川県,横浜市青葉区,美しが丘１丁目,20240114,13,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,青葉,たまプラーザ駅前,141178,神奈川県,横浜市青葉区,新石川４丁目,20240210,20,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,青葉,藤が丘駅前,141178,神奈川県,横浜市青葉区,柿の木台,20241107,20,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,青葉,藤が丘駅前,141178,神奈川県,横浜市青葉区,千草台,20240430,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,青葉,藤が丘駅前,141178,神奈川県,横浜市青葉区,千草台,20240912,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,青葉,すすき野,141178,神奈川県,横浜市青葉区,美しが丘西３丁目,20241021,8,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,青葉,すすき野,141178,神奈川県,横浜市青葉区,鉄町,20240204,21,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,青葉,鉄町,141178,神奈川県,横浜市青葉区,大場町,20240508,4,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,青葉,鉄町,141178,神奈川県,横浜市青葉区,大場町,20240508,0,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,青葉,鉄町,141178,神奈川県,横浜市青葉区,大場町,20240919,10,道路上,その他,施錠せず,あり
窃盗,車上ねらい,青葉,鉄町,141178,神奈川県,横浜市青葉区,鉄町,20240112,19,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,青葉,鉄町,141178,神奈川県,横浜市青葉区,鉄町,20241215,6,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,青葉,鉄町,141178,神奈川県,横浜市青葉区,黒須田,20240116,11,道路上,その他,施錠せず,あり
窃盗,車上ねらい,青葉,鉄町,141178,神奈川県,横浜市青葉区,黒須田,20240914,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,青葉,鉄町,141178,神奈川県,横浜市青葉区,黒須田,20241112,16,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,青葉,鉄町,141178,神奈川県,横浜市青葉区,たちばな台１丁目,20241106,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
