罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,現金被害の有無
窃盗,自動販売機ねらい,青葉,鉄町,141178,神奈川県,横浜市青葉区,たちばな台２丁目,2022-12-28,02,その他,その他,なし
窃盗,自動販売機ねらい,都筑,センター北駅前,141186,神奈川県,横浜市都筑区,牛久保西１丁目,2022-01-30,02,その他,その他,なし
窃盗,自動販売機ねらい,都筑,センター北駅前,141186,神奈川県,横浜市都筑区,中川中央１丁目,2022-06-25,18,その他,その他,あり
窃盗,自動販売機ねらい,都筑,仲町台駅前,141186,神奈川県,横浜市都筑区,平台,2022-03-12,04,その他,その他,なし
窃盗,自動販売機ねらい,都筑,北山田駅前,141186,神奈川県,横浜市都筑区,東山田町,2022-01-16,09,その他,その他,あり
窃盗,自動販売機ねらい,都筑,北山田駅前,141186,神奈川県,横浜市都筑区,東山田町,2022-04-20,11,道路上,その他,あり
窃盗,自動販売機ねらい,都筑,北山田駅前,141186,神奈川県,横浜市都筑区,東山田町,2022-05-16,10,その他,その他,あり
窃盗,自動販売機ねらい,都筑,北山田駅前,141186,神奈川県,横浜市都筑区,南山田町,2022-04-26,08,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,都筑,川和,141186,神奈川県,横浜市都筑区,加賀原２丁目,2022-04-23,18,その他,その他,あり
窃盗,自動販売機ねらい,都筑,川和,141186,神奈川県,横浜市都筑区,川向町,2022-04-11,13,その他,その他,あり
窃盗,自動販売機ねらい,都筑,川和,141186,神奈川県,横浜市都筑区,川和台,2022-05-05,12,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,都筑,川和,141186,神奈川県,横浜市都筑区,川和町,2022-06-23,10,その他,その他,あり
窃盗,自動販売機ねらい,都筑,折本町,141186,神奈川県,横浜市都筑区,川向町,2022-09-02,21,その他,その他,あり
窃盗,自動販売機ねらい,都筑,荏田東,141186,神奈川県,横浜市都筑区,荏田南５丁目,2021-12-26,16,その他,その他,あり
窃盗,自動販売機ねらい,麻生,細山,141372,神奈川県,川崎市麻生区,千代ケ丘４丁目,2022-05-08,04,その他,その他,あり
窃盗,自動販売機ねらい,川崎,富士見公園,141313,神奈川県,川崎市川崎区,榎町,2022-07-05,23,その他,その他,あり
窃盗,自動販売機ねらい,川崎,小田,141313,神奈川県,川崎市川崎区,小田３丁目,2022-11-02,14,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,川崎,小田,141313,神奈川県,川崎市川崎区,小田５丁目,2022-05-06,23,その他,その他,なし
窃盗,自動販売機ねらい,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,宮本町,2022-02-26,19,その他,その他,あり
窃盗,自動販売機ねらい,中原,下小田中,141330,神奈川県,川崎市中原区,下小田中５丁目,2022-05-02,20,その他,その他,あり
窃盗,自動販売機ねらい,中原,井田,141330,神奈川県,川崎市中原区,井田三舞町,2022-08-06,18,その他,その他,あり
窃盗,自動販売機ねらい,中原,井田,141330,神奈川県,川崎市中原区,井田三舞町,2022-08-06,18,その他,その他,あり
窃盗,自動販売機ねらい,中原,向河原,141330,神奈川県,川崎市中原区,市ノ坪,2022-05-07,19,その他,その他,あり
窃盗,自動販売機ねらい,中原,小杉,141330,神奈川県,川崎市中原区,小杉町２丁目,2022-07-08,15,その他,その他,あり
窃盗,自動販売機ねらい,中原,木月三丁目,141330,神奈川県,川崎市中原区,木月４丁目,2022-02-01,08,その他,その他,あり
窃盗,自動販売機ねらい,中原,武蔵中原駅前,141330,神奈川県,川崎市中原区,今井仲町,2022-08-11,09,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,中原,武蔵新城駅前,141330,神奈川県,川崎市中原区,上小田中３丁目,2022-03-26,17,その他,その他,あり
窃盗,自動販売機ねらい,中原,武蔵新城駅前,141330,神奈川県,川崎市中原区,新城１丁目,2022-05-14,18,その他,その他,あり
窃盗,自動販売機ねらい,高津,千年,141348,神奈川県,川崎市高津区,子母口,2022-10-22,17,その他,その他,あり
窃盗,自動販売機ねらい,高津,末長,141348,神奈川県,川崎市高津区,梶ケ谷４丁目,2022-10-08,20,その他,その他,あり
窃盗,自動販売機ねらい,高津,溝口駅前,141348,神奈川県,川崎市高津区,久本３丁目,2022-09-24,19,その他,その他,あり
窃盗,自動販売機ねらい,多摩,登戸駅前,141356,神奈川県,川崎市多摩区,登戸,2022-05-06,13,その他,その他,あり
窃盗,自動販売機ねらい,多摩,菅,141356,神奈川県,川崎市多摩区,菅稲田堤１丁目,2022-05-11,11,その他,その他,あり
窃盗,自動販売機ねらい,幸,北加瀬,141321,神奈川県,川崎市幸区,矢上,2022-02-04,22,その他,その他,あり
窃盗,自動販売機ねらい,幸,川崎駅西口,141321,神奈川県,川崎市幸区,大宮町,2022-07-23,20,その他,その他,あり
窃盗,自動販売機ねらい,幸,川崎駅西口,141321,神奈川県,川崎市幸区,中幸町４丁目,2022-01-22,18,その他,その他,あり
窃盗,自動販売機ねらい,宮前,神木,141364,神奈川県,川崎市宮前区,宮前平３丁目,2022-02-08,18,その他,その他,あり
窃盗,自動販売機ねらい,横須賀南,佐原,142018,神奈川県,横須賀市,粟田１丁目,2022-09-27,11,その他,その他,あり
窃盗,自動販売機ねらい,横須賀南,佐原,142018,神奈川県,横須賀市,佐原１丁目,2022-10-29,04,その他,その他,なし
窃盗,自動販売機ねらい,藤沢北,六会日大駅前,142051,神奈川県,藤沢市,亀井野,2022-11-09,12,道路上,その他,あり
窃盗,自動販売機ねらい,藤沢北,善行,142051,神奈川県,藤沢市,善行１丁目,2022-11-25,15,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,藤沢北,善行,142051,神奈川県,藤沢市,本藤沢５丁目,2022-10-26,20,その他,駐車（輪）場,なし
窃盗,自動販売機ねらい,藤沢北,善行,142051,神奈川県,藤沢市,善行坂１丁目,2022-12-13,02,その他,その他,あり
窃盗,自動販売機ねらい,藤沢北,御所見,142051,神奈川県,藤沢市,打戻,2022-10-31,14,道路上,その他,あり
窃盗,自動販売機ねらい,藤沢北,御所見,142051,神奈川県,藤沢市,葛原,2022-12-10,14,その他,その他,あり
窃盗,自動販売機ねらい,藤沢北,御所見,142051,神奈川県,藤沢市,用田,2022-10-01,17,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,藤沢北,湘南台駅西口,142051,神奈川県,藤沢市,円行,2022-01-08,18,その他,その他,あり
窃盗,自動販売機ねらい,藤沢北,湘南台駅西口,142051,神奈川県,藤沢市,円行２丁目,2022-10-03,12,道路上,その他,あり
窃盗,自動販売機ねらい,藤沢北,湘南台駅西口,142051,神奈川県,藤沢市,円行２丁目,2022-11-09,13,道路上,その他,あり
窃盗,自動販売機ねらい,藤沢北,湘南台駅西口,142051,神奈川県,藤沢市,円行２丁目,2022-11-27,20,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,藤沢北,石川,142051,神奈川県,藤沢市,遠藤,2022-11-01,13,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,藤沢北,石川,142051,神奈川県,藤沢市,遠藤,2022-11-04,21,その他,その他,あり
窃盗,自動販売機ねらい,藤沢北,長後駅前,142051,神奈川県,藤沢市,下土棚,2022-01-20,02,その他,その他,あり
窃盗,自動販売機ねらい,藤沢北,長後駅前,142051,神奈川県,藤沢市,下土棚,2022-11-25,18,道路上,その他,あり
窃盗,自動販売機ねらい,三崎,六合,142107,神奈川県,三浦市,岬陽町,2022-09-29,09,その他,その他,あり
窃盗,自動販売機ねらい,葉山,長柄,143014,神奈川県,葉山町,長柄,2022-11-24,19,その他,その他,あり
窃盗,自動販売機ねらい,逗子,沼間,142085,神奈川県,逗子市,沼間１丁目,2022-11-09,02,その他,その他,あり
窃盗,自動販売機ねらい,藤沢,川名,142051,神奈川県,藤沢市,川名,2022-05-13,16,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,藤沢,羽鳥,142051,神奈川県,藤沢市,羽鳥３丁目,2022-12-13,01,その他,その他,あり
窃盗,自動販売機ねらい,藤沢,藤沢駅北口,142051,神奈川県,藤沢市,藤沢,2022-01-19,13,その他,その他,あり
窃盗,自動販売機ねらい,茅ケ崎,中海岸,142077,神奈川県,茅ヶ崎市,東海岸南４丁目,2022-06-02,10,その他,その他,あり
窃盗,自動販売機ねらい,茅ケ崎,今宿,142077,神奈川県,茅ヶ崎市,中島,2022-10-16,23,道路上,その他,あり
窃盗,自動販売機ねらい,茅ケ崎,宮山,143219,神奈川県,寒川町,宮山,2022-10-26,14,道路上,その他,あり
窃盗,自動販売機ねらい,茅ケ崎,宮山,143219,神奈川県,寒川町,宮山,2022-11-17,16,道路上,その他,なし
窃盗,自動販売機ねらい,茅ケ崎,寒川駅前,143219,神奈川県,寒川町,一之宮６丁目,2022-10-13,11,道路上,その他,あり
窃盗,自動販売機ねらい,茅ケ崎,寒川駅前,143219,神奈川県,寒川町,大曲３丁目,2022-10-16,22,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,茅ケ崎,寒川駅前,143219,神奈川県,寒川町,田端,2022-10-19,15,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,茅ケ崎,小出,142077,神奈川県,茅ヶ崎市,芹沢,2022-12-12,07,その他,その他,あり
窃盗,自動販売機ねらい,茅ケ崎,小出,142077,神奈川県,茅ヶ崎市,芹沢,2022-12-14,15,その他,その他,あり
窃盗,自動販売機ねらい,茅ケ崎,小和田,142077,神奈川県,茅ヶ崎市,赤羽根,2022-05-15,04,その他,その他,なし
窃盗,自動販売機ねらい,茅ケ崎,浜見平,142077,神奈川県,茅ヶ崎市,浜見平,2022-10-14,12,その他,その他,あり
窃盗,自動販売機ねらい,茅ケ崎,茅ケ崎駅前,142077,神奈川県,茅ヶ崎市,円蔵,2022-10-10,08,道路上,その他,あり
窃盗,自動販売機ねらい,平塚,中原,142034,神奈川県,平塚市,新町,2022-01-26,11,その他,その他,あり
窃盗,自動販売機ねらい,平塚,代官町,142034,神奈川県,平塚市,久領堤,2022-02-16,14,その他,その他,あり
窃盗,自動販売機ねらい,平塚,四之宮,142034,神奈川県,平塚市,田村１丁目,2022-10-26,12,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,平塚,四之宮,142034,神奈川県,平塚市,田村１丁目,2022-11-14,12,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,平塚,四之宮,142034,神奈川県,平塚市,田村５丁目,2022-11-18,09,その他,その他,あり
窃盗,自動販売機ねらい,平塚,旭,142034,神奈川県,平塚市,出縄,2022-11-25,15,その他,その他,あり
窃盗,自動販売機ねらい,平塚,旭,142034,神奈川県,平塚市,河内,2022-10-21,13,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,平塚,旭,142034,神奈川県,平塚市,河内,2022-10-26,15,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,平塚,横内,142034,神奈川県,平塚市,横内,2022-10-22,19,その他,その他,なし
窃盗,自動販売機ねらい,平塚,神田,142034,神奈川県,平塚市,大神,2022-09-09,23,その他,その他,あり
窃盗,自動販売機ねらい,平塚,神田,142034,神奈川県,平塚市,大神,2022-12-09,21,その他,その他,あり
窃盗,自動販売機ねらい,平塚,神田,142034,神奈川県,平塚市,田村８丁目,2022-10-19,21,その他,その他,あり
窃盗,自動販売機ねらい,平塚,金目,142034,神奈川県,平塚市,片岡,2022-10-24,12,その他,その他,あり
窃盗,自動販売機ねらい,大磯,大磯駅前,143413,神奈川県,大磯町,国府新宿,2022-12-06,11,その他,その他,なし
窃盗,自動販売機ねらい,小田原,久野,142069,神奈川県,小田原市,久野,2022-12-05,16,その他,その他,あり
窃盗,自動販売機ねらい,小田原,東町,142069,神奈川県,小田原市,東町５丁目,2022-07-20,15,その他,その他,あり
窃盗,自動販売機ねらい,小田原,蓮正寺,142069,神奈川県,小田原市,蓮正寺,2022-01-31,21,その他,その他,あり
窃盗,自動販売機ねらい,小田原,足柄,142069,神奈川県,小田原市,荻窪,2022-01-27,16,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,小田原,足柄,142069,神奈川県,小田原市,久野,2022-02-12,02,その他,その他,あり
窃盗,自動販売機ねらい,松田,中村,143618,神奈川県,中井町,比奈窪,2022-12-07,11,その他,その他,あり
窃盗,自動販売機ねらい,松田,中村,143618,神奈川県,中井町,比奈窪,2022-12-07,12,その他,その他,あり
窃盗,自動販売機ねらい,松田,中村,143618,神奈川県,中井町,比奈窪,2022-12-12,12,その他,その他,あり
窃盗,自動販売機ねらい,松田,狩野,142174,神奈川県,南足柄市,狩野,2022-12-05,19,その他,その他,あり
窃盗,自動販売機ねらい,松田,福沢,142174,神奈川県,南足柄市,怒田,2022-11-29,11,その他,その他,あり
窃盗,自動販売機ねらい,秦野,秦野駅前,142115,神奈川県,秦野市,本町３丁目,2022-11-21,14,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,伊勢原,八幡台,142140,神奈川県,伊勢原市,岡崎,2022-02-09,20,その他,その他,あり
窃盗,自動販売機ねらい,伊勢原,比々多,142140,神奈川県,伊勢原市,板戸,2022-02-20,23,その他,その他,あり
窃盗,自動販売機ねらい,伊勢原,比々多,142140,神奈川県,伊勢原市,白根,2022-10-26,20,その他,その他,あり
窃盗,自動販売機ねらい,伊勢原,比々多,142140,神奈川県,伊勢原市,白根,2022-10-27,21,その他,その他,あり
窃盗,自動販売機ねらい,伊勢原,高部屋,142140,神奈川県,伊勢原市,西富岡,2022-10-11,22,その他,その他,あり
窃盗,自動販売機ねらい,伊勢原,高部屋,142140,神奈川県,伊勢原市,西富岡,2022-11-11,15,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,厚木,三田,142123,神奈川県,厚木市,三田,2022-10-04,09,道路上,その他,あり
窃盗,自動販売機ねらい,厚木,三田,142123,神奈川県,厚木市,三田,2022-11-04,13,その他,その他,あり
窃盗,自動販売機ねらい,厚木,三田,142123,神奈川県,厚木市,三田,2022-11-06,04,道路上,その他,あり
窃盗,自動販売機ねらい,厚木,三田,142123,神奈川県,厚木市,三田２丁目,2022-11-16,13,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,厚木,上荻野,142123,神奈川県,厚木市,上荻野,2022-10-04,11,道路上,その他,あり
窃盗,自動販売機ねらい,厚木,上荻野,142123,神奈川県,厚木市,上荻野,2022-10-24,09,その他,その他,あり
窃盗,自動販売機ねらい,厚木,下荻野,142123,神奈川県,厚木市,飯山,2022-09-26,14,その他,その他,なし
窃盗,自動販売機ねらい,厚木,下荻野,142123,神奈川県,厚木市,下荻野,2022-10-25,20,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,厚木,中津,144011,神奈川県,愛川町,中津,2022-09-20,19,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,厚木,中津,144011,神奈川県,愛川町,中津,2022-10-17,05,道路上,その他,あり
窃盗,自動販売機ねらい,厚木,中津,144011,神奈川県,愛川町,中津,2022-10-28,12,道路上,その他,あり
窃盗,自動販売機ねらい,厚木,半原,144011,神奈川県,愛川町,半原,2022-09-19,10,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,厚木,半原,144011,神奈川県,愛川町,半原,2022-10-07,13,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,厚木,半原,144011,神奈川県,愛川町,半原,2022-10-15,10,道路上,その他,あり
窃盗,自動販売機ねらい,厚木,半原,144011,神奈川県,愛川町,半原,2022-10-18,11,その他,その他,あり
窃盗,自動販売機ねらい,厚木,半原,144011,神奈川県,愛川町,半原,2022-11-01,11,その他,その他,あり
窃盗,自動販売機ねらい,厚木,半原,144011,神奈川県,愛川町,半原,2022-11-14,07,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,厚木,半原,144011,神奈川県,愛川町,半原,2022-11-14,12,道路上,その他,あり
窃盗,自動販売機ねらい,厚木,半原,144011,神奈川県,愛川町,半原,2022-12-02,13,道路上,その他,あり
窃盗,自動販売機ねらい,厚木,妻田,142123,神奈川県,厚木市,及川１丁目,2022-11-21,12,その他,その他,あり
窃盗,自動販売機ねらい,厚木,妻田,142123,神奈川県,厚木市,戸室５丁目,2022-11-13,12,その他,その他,あり
窃盗,自動販売機ねらい,厚木,妻田,142123,神奈川県,厚木市,妻田南１丁目,2022-04-29,12,道路上,その他,なし
窃盗,自動販売機ねらい,厚木,妻田,142123,神奈川県,厚木市,妻田西１丁目,2022-10-26,09,その他,その他,あり
窃盗,自動販売機ねらい,厚木,妻田,142123,神奈川県,厚木市,妻田西２丁目,2022-10-24,12,道路上,その他,あり
窃盗,自動販売機ねらい,厚木,妻田,142123,神奈川県,厚木市,妻田西３丁目,2022-10-13,13,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,厚木,妻田,142123,神奈川県,厚木市,妻田西３丁目,2022-11-16,08,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,厚木,妻田,142123,神奈川県,厚木市,妻田北１丁目,2022-11-12,13,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,厚木,妻田,142123,神奈川県,厚木市,妻田北４丁目,2022-11-21,08,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,厚木,宮ケ瀬,144029,神奈川県,清川村,宮ヶ瀬,2022-10-27,19,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,厚木,宮ケ瀬,144029,神奈川県,清川村,宮ヶ瀬,2022-12-26,10,その他,その他,あり
窃盗,自動販売機ねらい,厚木,小鮎,142123,神奈川県,厚木市,飯山,2022-09-30,12,道路上,その他,あり
窃盗,自動販売機ねらい,厚木,小鮎,142123,神奈川県,厚木市,飯山,2022-10-05,07,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,厚木,小鮎,142123,神奈川県,厚木市,飯山,2022-10-16,15,道路上,その他,あり
窃盗,自動販売機ねらい,厚木,工業団地,142123,神奈川県,厚木市,上依知,2022-10-16,17,道路上,その他,あり
窃盗,自動販売機ねらい,厚木,工業団地,142123,神奈川県,厚木市,猿ケ島,2022-10-23,10,道路上,その他,あり
窃盗,自動販売機ねらい,厚木,愛甲石田駅前,142123,神奈川県,厚木市,船子,2022-11-21,15,道路上,その他,あり
窃盗,自動販売機ねらい,厚木,旭町,142123,神奈川県,厚木市,旭町１丁目,2022-08-05,12,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,厚木,春日台,144011,神奈川県,愛川町,春日台５丁目,2022-11-08,13,その他,駐車（輪）場,あり
