罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,現金被害の有無
窃盗,自動販売機ねらい,鶴見,上末吉,141011,神奈川県,横浜市鶴見区,上末吉１丁目,20240912,18,その他,その他,あり
窃盗,自動販売機ねらい,戸塚,原宿,141101,神奈川県,横浜市戸塚区,影取町,20240624,9,その他,その他,あり
窃盗,自動販売機ねらい,戸塚,原宿,141101,神奈川県,横浜市戸塚区,東俣野町,20240624,15,その他,その他,あり
窃盗,自動販売機ねらい,戸塚,原宿,141101,神奈川県,横浜市戸塚区,東俣野町,20240630,18,その他,その他,あり
窃盗,自動販売機ねらい,戸塚,原宿,141101,神奈川県,横浜市戸塚区,深谷町,20240625,4,その他,その他,あり
窃盗,自動販売機ねらい,戸塚,原宿,141101,神奈川県,横浜市戸塚区,俣野町,20240606,13,その他,その他,あり
窃盗,自動販売機ねらい,戸塚,原宿,141101,神奈川県,横浜市戸塚区,俣野町,20240701,16,その他,その他,あり
窃盗,自動販売機ねらい,戸塚,原宿,141101,神奈川県,横浜市戸塚区,俣野町,20240626,22,その他,その他,なし
窃盗,自動販売機ねらい,戸塚,原宿,141101,神奈川県,横浜市戸塚区,原宿４丁目,20240612,16,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,戸塚,原宿,141101,神奈川県,横浜市戸塚区,原宿４丁目,20240625,0,その他,駐車（輪）場,なし
窃盗,自動販売機ねらい,戸塚,東戸塚駅前,141101,神奈川県,横浜市戸塚区,上品濃,20240502,13,その他,その他,あり
窃盗,自動販売機ねらい,戸塚,東戸塚駅前,141101,神奈川県,横浜市戸塚区,上品濃,20241003,14,その他,その他,あり
窃盗,自動販売機ねらい,戸塚,戸塚駅東口,141101,神奈川県,横浜市戸塚区,吉田町,20240419,21,その他,その他,あり
窃盗,自動販売機ねらい,港北,大倉山,141097,神奈川県,横浜市港北区,師岡町,20240126,15,その他,その他,あり
窃盗,自動販売機ねらい,瀬谷,阿久和町,141143,神奈川県,横浜市瀬谷区,阿久和西１丁目,20231231,1,その他,その他,なし
窃盗,自動販売機ねらい,瀬谷,阿久和町,141143,神奈川県,横浜市瀬谷区,阿久和南３丁目,20240619,11,その他,その他,あり
窃盗,自動販売機ねらい,瀬谷,細谷戸,141143,神奈川県,横浜市瀬谷区,瀬谷町,20240812,0,その他,その他,あり
窃盗,自動販売機ねらい,栄,上郷,141151,神奈川県,横浜市栄区,公田町,20240505,17,その他,その他,あり
窃盗,自動販売機ねらい,栄,笠間,141151,神奈川県,横浜市栄区,笠間３丁目,20241123,21,その他,その他,あり
窃盗,自動販売機ねらい,泉,和泉,141160,神奈川県,横浜市泉区,和泉町,20240605,15,その他,その他,あり
窃盗,自動販売機ねらい,泉,上飯田,141160,神奈川県,横浜市泉区,上飯田町,20240626,17,その他,その他,あり
窃盗,自動販売機ねらい,泉,いずみ野駅前,141160,神奈川県,横浜市泉区,和泉町,20240614,13,その他,その他,あり
窃盗,自動販売機ねらい,都筑,センター北駅前,141186,神奈川県,横浜市都筑区,荏田東２丁目,20240118,0,その他,その他,あり
窃盗,自動販売機ねらい,川崎,藤崎,141313,神奈川県,川崎市川崎区,大島上町,20241212,1,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,川崎,南町,141313,神奈川県,川崎市川崎区,貝塚１丁目,20231220,19,その他,その他,あり
窃盗,自動販売機ねらい,川崎臨港,鋼管通,141313,神奈川県,川崎市川崎区,田島町,20240314,14,その他,その他,あり
窃盗,自動販売機ねらい,中原,木月,141330,神奈川県,川崎市中原区,木月住吉町,20240113,17,その他,その他,あり
窃盗,自動販売機ねらい,幸,日吉,141321,神奈川県,川崎市幸区,南加瀬３丁目,20241209,12,その他,その他,あり
窃盗,自動販売機ねらい,宮前,有馬,141364,神奈川県,川崎市宮前区,有馬３丁目,20240415,19,その他,その他,あり
窃盗,自動販売機ねらい,横須賀,中央駅前,142018,神奈川県,横須賀市,若松町１丁目,20240903,9,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,藤沢北,湘南台駅東口,142051,神奈川県,藤沢市,今田,20240627,18,その他,その他,あり
窃盗,自動販売機ねらい,藤沢北,湘南台駅東口,142051,神奈川県,藤沢市,湘南台７丁目,20240627,22,道路上,その他,あり
窃盗,自動販売機ねらい,鎌倉,深沢,142042,神奈川県,鎌倉市,笛田１丁目,20240529,11,その他,その他,あり
窃盗,自動販売機ねらい,平塚,旭,142034,神奈川県,平塚市,出縄,20241105,17,その他,その他,あり
窃盗,自動販売機ねらい,大磯,生沢,143413,神奈川県,大磯町,黒岩,20241030,9,その他,その他,あり
窃盗,自動販売機ねらい,小田原,湯河原,143847,神奈川県,湯河原町,宮下,20241009,15,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,小田原,湯河原,143847,神奈川県,湯河原町,吉浜,20240325,12,その他,その他,あり
窃盗,自動販売機ねらい,厚木,本厚木駅前,142123,神奈川県,厚木市,栄町１丁目,20240910,13,その他,その他,あり
窃盗,自動販売機ねらい,厚木,半原,144011,神奈川県,愛川町,半原,20240430,18,その他,その他,あり
窃盗,自動販売機ねらい,厚木,依知,142123,神奈川県,厚木市,三田,20240828,14,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,厚木,愛甲石田駅前,142123,神奈川県,厚木市,船子,20231222,5,その他,その他,あり
窃盗,自動販売機ねらい,大和,鶴間駅前,142131,神奈川県,大和市,深見,20241025,10,道路上,その他,あり
窃盗,自動販売機ねらい,大和,桜ヶ丘,142131,神奈川県,大和市,柳橋２丁目,20241004,15,道路上,その他,あり
窃盗,自動販売機ねらい,相模原,相模原駅前,141526,神奈川県,相模原市中央区,小山,20240624,3,駐車（輪）場,駐車（輪）場,なし
窃盗,自動販売機ねらい,相模原,相模原駅前,141526,神奈川県,相模原市中央区,氷川町,20240418,13,その他,その他,あり
窃盗,自動販売機ねらい,津久井,城山,141518,神奈川県,相模原市緑区,中野,20240428,14,その他,その他,あり
窃盗,自動販売機ねらい,津久井,城山,141518,神奈川県,相模原市緑区,三ケ木,20240428,15,その他,その他,あり
窃盗,自動販売機ねらい,津久井,城山,141518,神奈川県,相模原市緑区,三ケ木,20240428,17,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,津久井,城山,141518,神奈川県,相模原市緑区,三ケ木,20240428,17,その他,その他,あり
窃盗,自動販売機ねらい,津久井,城山,141518,神奈川県,相模原市緑区,三ケ木,20240428,15,その他,その他,あり
窃盗,自動販売機ねらい,津久井,串川,141518,神奈川県,相模原市緑区,長竹,20240116,9,その他,その他,なし
窃盗,自動販売機ねらい,相模原南,中和田,141534,神奈川県,相模原市南区,上鶴間本町９丁目,20240516,9,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,相模原南,麻溝,141534,神奈川県,相模原市南区,当麻,20240430,17,道路上,その他,あり
窃盗,自動販売機ねらい,相模原南,麻溝公園前,141534,神奈川県,相模原市南区,麻溝台,20240717,0,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,相模原南,麻溝公園前,141534,神奈川県,相模原市南区,下溝,20240529,12,その他,その他,あり
窃盗,自動販売機ねらい,相模原南,新磯,141534,神奈川県,相模原市南区,新戸,20240528,19,その他,その他,あり
窃盗,自動販売機ねらい,座間,座間駅前,142166,神奈川県,座間市,新田宿,20241210,17,その他,その他,なし
窃盗,自動販売機ねらい,海老名,有馬,142158,神奈川県,海老名市,杉久保南１丁目,20240530,15,その他,その他,あり
