罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,現金被害の有無
窃盗,自動販売機ねらい,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,本町１丁目,2020-11-28,18,その他,その他,あり
窃盗,自動販売機ねらい,川崎臨港,鋼管通,141313,神奈川県,川崎市川崎区,鋼管通５丁目,2020-12-15,17,その他,その他,あり
窃盗,自動販売機ねらい,川崎臨港,浜町,141313,神奈川県,川崎市川崎区,浅野町,2020-11-26,14,その他,その他,あり
窃盗,自動販売機ねらい,川崎臨港,浜町,141313,神奈川県,川崎市川崎区,浅野町,2020-11-30,09,その他,その他,あり
窃盗,自動販売機ねらい,川崎臨港,浜町,141313,神奈川県,川崎市川崎区,浅野町,2020-12-15,20,その他,その他,あり
窃盗,自動販売機ねらい,中原,武蔵中原駅前,141330,神奈川県,川崎市中原区,今井上町,2020-10-10,19,その他,その他,あり
窃盗,自動販売機ねらい,中原,武蔵中原駅前,141330,神奈川県,川崎市中原区,今井西町,2020-10-01,14,その他,その他,あり
窃盗,自動販売機ねらい,中原,木月,141330,神奈川県,川崎市中原区,木月２丁目,2020-02-22,14,その他,その他,あり
窃盗,自動販売機ねらい,中原,木月,141330,神奈川県,川崎市中原区,木月住吉町,2020-07-25,17,その他,その他,あり
窃盗,自動販売機ねらい,中原,木月三丁目,141330,神奈川県,川崎市中原区,木月４丁目,2020-10-10,19,その他,その他,あり
窃盗,自動販売機ねらい,中原,中丸子,141330,神奈川県,川崎市中原区,市ノ坪,2020-02-01,17,その他,その他,あり
窃盗,自動販売機ねらい,高津,溝口駅前,141348,神奈川県,川崎市高津区,下作延４丁目,2020-08-08,19,その他,その他,あり
窃盗,自動販売機ねらい,高津,溝口駅前,141348,神奈川県,川崎市高津区,久本３丁目,2020-06-03,19,その他,その他,あり
窃盗,自動販売機ねらい,高津,千年,141348,神奈川県,川崎市高津区,子母口,2020-12-22,08,その他,その他,あり
窃盗,自動販売機ねらい,高津,久末,141348,神奈川県,川崎市高津区,新作１丁目,2020-08-08,22,その他,その他,あり
窃盗,自動販売機ねらい,高津,久末,141348,神奈川県,川崎市高津区,久末,2020-08-01,21,その他,その他,あり
窃盗,自動販売機ねらい,高津,久末,141348,神奈川県,川崎市高津区,久末,2020-08-11,12,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,高津,津田山駅前,141348,神奈川県,川崎市高津区,向ケ丘,2020-06-26,02,その他,その他,なし
窃盗,自動販売機ねらい,多摩,向ヶ丘遊園駅前,141356,神奈川県,川崎市多摩区,登戸,2020-08-28,14,その他,その他,あり
窃盗,自動販売機ねらい,多摩,宿河原,141356,神奈川県,川崎市多摩区,長尾６丁目,2020-05-01,09,その他,その他,あり
窃盗,自動販売機ねらい,多摩,生田,141356,神奈川県,川崎市多摩区,生田８丁目,2020-08-27,18,その他,その他,あり
窃盗,自動販売機ねらい,多摩,菅星ヶ丘,141356,神奈川県,川崎市多摩区,菅仙谷４丁目,2020-07-11,21,その他,その他,あり
窃盗,自動販売機ねらい,幸,日吉,141321,神奈川県,川崎市幸区,小倉２丁目,2020-03-08,12,その他,その他,あり
窃盗,自動販売機ねらい,宮前,宮前平駅前,141364,神奈川県,川崎市宮前区,土橋２丁目,2020-09-16,16,その他,その他,あり
窃盗,自動販売機ねらい,横須賀,中央駅前,142018,神奈川県,横須賀市,若松町１丁目,2020-02-12,01,道路上,その他,あり
窃盗,自動販売機ねらい,横須賀,武,142018,神奈川県,横須賀市,武３丁目,2020-04-29,15,道路上,その他,なし
窃盗,自動販売機ねらい,藤沢北,善行,142051,神奈川県,藤沢市,,2020-08-04,14,その他,その他,あり
窃盗,自動販売機ねらい,藤沢北,六会日大駅前,142051,神奈川県,藤沢市,亀井野,2020-11-02,14,道路上,その他,あり
窃盗,自動販売機ねらい,藤沢北,六会日大駅前,142051,神奈川県,藤沢市,亀井野,2020-11-07,18,道路上,その他,あり
窃盗,自動販売機ねらい,藤沢北,六会日大駅前,142051,神奈川県,藤沢市,亀井野,2020-11-10,14,その他,その他,あり
窃盗,自動販売機ねらい,藤沢北,六会日大駅前,142051,神奈川県,藤沢市,亀井野,2020-11-18,20,その他,その他,あり
窃盗,自動販売機ねらい,藤沢北,六会日大駅前,142051,神奈川県,藤沢市,亀井野,2020-11-23,23,その他,その他,あり
窃盗,自動販売機ねらい,藤沢北,六会日大駅前,142051,神奈川県,藤沢市,亀井野,2020-12-09,00,その他,その他,あり
窃盗,自動販売機ねらい,葉山,堀内,143014,神奈川県,葉山町,一色,2020-11-05,21,その他,その他,あり
窃盗,自動販売機ねらい,葉山,木古庭,143014,神奈川県,葉山町,木古庭,2020-11-25,04,道路上,その他,あり
窃盗,自動販売機ねらい,鎌倉,滑川,142042,神奈川県,鎌倉市,由比ガ浜４丁目,2019-01-19,18,その他,その他,あり
窃盗,自動販売機ねらい,鎌倉,滑川,142042,神奈川県,鎌倉市,由比ガ浜４丁目,2020-01-22,14,その他,その他,あり
窃盗,自動販売機ねらい,鎌倉,滑川,142042,神奈川県,鎌倉市,由比ガ浜４丁目,2020-06-28,14,その他,その他,あり
窃盗,自動販売機ねらい,鎌倉,滑川,142042,神奈川県,鎌倉市,由比ガ浜４丁目,2020-07-22,23,その他,その他,あり
窃盗,自動販売機ねらい,藤沢,藤沢駅北口,142051,神奈川県,藤沢市,藤沢,2020-07-01,08,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,藤沢,片瀬江の島,142051,神奈川県,藤沢市,片瀬３丁目,2020-02-02,11,その他,その他,あり
窃盗,自動販売機ねらい,藤沢,片瀬江の島,142051,神奈川県,藤沢市,片瀬３丁目,2020-07-15,14,その他,その他,あり
窃盗,自動販売機ねらい,藤沢,鵠沼海岸駅前,142051,神奈川県,藤沢市,鵠沼海岸２丁目,2020-10-12,07,道路上,その他,あり
窃盗,自動販売機ねらい,藤沢,鵠沼海岸駅前,142051,神奈川県,藤沢市,鵠沼藤が谷２丁目,2020-06-22,13,その他,その他,あり
窃盗,自動販売機ねらい,藤沢,遊行寺坂上,142051,神奈川県,藤沢市,藤が岡３丁目,2020-03-18,10,駐車（輪）場,駐車（輪）場,なし
窃盗,自動販売機ねらい,平塚,中原,142034,神奈川県,平塚市,御殿２丁目,2020-06-04,13,その他,その他,あり
窃盗,自動販売機ねらい,小田原,小田原駅東口,142069,神奈川県,小田原市,栄町３丁目,2020-09-15,14,その他,その他,あり
窃盗,自動販売機ねらい,小田原,栢山駅前,142069,神奈川県,小田原市,栢山,2020-03-26,10,その他,その他,なし
窃盗,自動販売機ねらい,小田原,湯河原,143847,神奈川県,湯河原町,鍛冶屋,2020-06-27,15,その他,その他,あり
窃盗,自動販売機ねらい,小田原,湯河原,143847,神奈川県,湯河原町,吉浜,2020-06-27,17,その他,その他,あり
窃盗,自動販売機ねらい,小田原,蓮正寺,142069,神奈川県,小田原市,蓮正寺,2020-09-22,08,その他,その他,あり
窃盗,自動販売機ねらい,松田,金田,143626,神奈川県,大井町,西大井,2020-10-02,18,道路上,その他,あり
窃盗,自動販売機ねらい,松田,岡本,142174,神奈川県,南足柄市,岩原,2020-06-13,17,道路上,その他,あり
窃盗,自動販売機ねらい,松田,岡本,142174,神奈川県,南足柄市,岩原,2020-10-30,14,その他,その他,あり
窃盗,自動販売機ねらい,松田,福沢,142174,神奈川県,南足柄市,怒田,2020-05-25,11,その他,その他,あり
窃盗,自動販売機ねらい,松田,大雄山駅前,142174,神奈川県,南足柄市,和田河原,2020-10-15,09,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,秦野,秦野駅前,142115,神奈川県,秦野市,今泉,2020-03-16,10,その他,その他,あり
窃盗,自動販売機ねらい,秦野,堀西,142115,神奈川県,秦野市,堀山下,2020-03-16,08,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,伊勢原,高部屋,142140,神奈川県,伊勢原市,西富岡,2020-02-11,10,その他,その他,あり
窃盗,自動販売機ねらい,伊勢原,高部屋,142140,神奈川県,伊勢原市,西富岡,2020-07-13,11,その他,その他,あり
窃盗,自動販売機ねらい,厚木,本厚木駅前,142123,神奈川県,厚木市,中町３丁目,2020-06-05,10,その他,その他,あり
窃盗,自動販売機ねらい,厚木,妻田,142123,神奈川県,厚木市,妻田南１丁目,2020-04-20,11,道路上,その他,なし
窃盗,自動販売機ねらい,厚木,依知,142123,神奈川県,厚木市,金田,2020-12-17,15,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,厚木,愛甲石田駅前,142123,神奈川県,厚木市,小野,2020-01-31,14,その他,その他,なし
窃盗,自動販売機ねらい,厚木,中津,144011,神奈川県,愛川町,中津,2020-01-10,17,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,厚木,南毛利,142123,神奈川県,厚木市,温水,2019-12-24,10,その他,その他,あり
窃盗,自動販売機ねらい,厚木,下荻野,142123,神奈川県,厚木市,中荻野,2020-04-04,21,その他,その他,あり
窃盗,自動販売機ねらい,厚木,下荻野,142123,神奈川県,厚木市,中荻野,2020-05-28,16,その他,その他,あり
窃盗,自動販売機ねらい,厚木,下荻野,142123,神奈川県,厚木市,中荻野,2020-12-15,16,その他,その他,あり
窃盗,自動販売機ねらい,厚木,下荻野,142123,神奈川県,厚木市,中荻野,2020-12-21,16,その他,その他,あり
窃盗,自動販売機ねらい,厚木,高峰,144011,神奈川県,愛川町,三増,2020-04-01,02,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,厚木,旭町,142123,神奈川県,厚木市,旭町１丁目,2020-05-10,00,その他,その他,あり
窃盗,自動販売機ねらい,相模原,上溝,141526,神奈川県,相模原市中央区,上溝,2020-04-10,23,その他,その他,あり
窃盗,自動販売機ねらい,相模原,星が丘,141526,神奈川県,相模原市中央区,星が丘４丁目,2020-04-28,16,その他,その他,なし
窃盗,自動販売機ねらい,相模原,淵野辺駅北口,141526,神奈川県,相模原市中央区,淵野辺３丁目,2020-05-21,09,その他,その他,あり
窃盗,自動販売機ねらい,相模原,相模原駅前,141526,神奈川県,相模原市中央区,相模原４丁目,2020-11-16,17,その他,その他,あり
窃盗,自動販売機ねらい,相模原南,中和田,141534,神奈川県,相模原市南区,上鶴間本町３丁目,2020-09-07,11,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,相模原南,中和田,141534,神奈川県,相模原市南区,上鶴間本町３丁目,2020-09-07,12,その他,その他,あり
窃盗,自動販売機ねらい,相模原南,中和田,141534,神奈川県,相模原市南区,上鶴間本町４丁目,2020-05-16,10,その他,その他,なし
窃盗,自動販売機ねらい,相模原南,中和田,141534,神奈川県,相模原市南区,相模大野７丁目,2020-06-19,18,その他,その他,あり
窃盗,自動販売機ねらい,相模原南,麻溝,141534,神奈川県,相模原市南区,下溝,2020-04-12,19,その他,その他,あり
窃盗,自動販売機ねらい,相模原南,麻溝,141534,神奈川県,相模原市南区,下溝,2020-05-16,18,その他,駐車（輪）場,なし
窃盗,自動販売機ねらい,海老名,海老名駅前,142158,神奈川県,海老名市,河原口１丁目,2020-06-08,23,その他,その他,あり
窃盗,自動販売機ねらい,海老名,海西,142158,神奈川県,海老名市,上郷４丁目,2020-12-22,17,その他,その他,あり
窃盗,自動販売機ねらい,海老名,海西,142158,神奈川県,海老名市,河原口１丁目,2020-08-05,00,その他,その他,あり
窃盗,自動販売機ねらい,海老名,さがみ野駅前,142158,神奈川県,海老名市,東柏ケ谷２丁目,2020-05-12,10,その他,その他,あり
窃盗,自動販売機ねらい,相模原北,橋本駅前,141518,神奈川県,相模原市緑区,東橋本１丁目,2020-09-10,15,道路上,その他,あり
