罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,現金被害の有無
窃盗,自動販売機ねらい,伊勢佐木,都橋,141046,神奈川県,横浜市中区,花咲町１丁目,2023/1/7,21,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,伊勢佐木,都橋,141046,神奈川県,横浜市中区,宮川町１丁目,2023/2/28,9,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,戸部,みなとみらい,141038,神奈川県,横浜市西区,みなとみらい５丁目,2023/3/4,20,その他,その他,あり
窃盗,自動販売機ねらい,戸部,岡野,141038,神奈川県,横浜市西区,南浅間町,2023/9/23,17,その他,その他,あり
窃盗,自動販売機ねらい,神奈川,神之木,141020,神奈川県,横浜市神奈川区,西寺尾３丁目,2023/4/19,5,その他,その他,あり
窃盗,自動販売機ねらい,神奈川,神大寺,141020,神奈川県,横浜市神奈川区,片倉４丁目,2023/3/8,17,その他,その他,なし
窃盗,自動販売機ねらい,神奈川,羽沢,141020,神奈川県,横浜市神奈川区,三枚町,2023/3/16,15,駐車（輪）場,駐車（輪）場,なし
窃盗,自動販売機ねらい,神奈川,羽沢,141020,神奈川県,横浜市神奈川区,羽沢町,2023/3/14,13,その他,その他,あり
窃盗,自動販売機ねらい,神奈川,羽沢,141020,神奈川県,横浜市神奈川区,羽沢町,2023/3/16,13,その他,その他,なし
窃盗,自動販売機ねらい,神奈川,羽沢,141020,神奈川県,横浜市神奈川区,羽沢町,2023/3/22,19,その他,その他,なし
窃盗,自動販売機ねらい,鶴見,北寺尾,141011,神奈川県,横浜市鶴見区,上の宮１丁目,2023/6/10,18,その他,その他,あり
窃盗,自動販売機ねらい,鶴見,北寺尾,141011,神奈川県,横浜市鶴見区,上の宮１丁目,2023/9/30,6,その他,その他,あり
窃盗,自動販売機ねらい,保土ケ谷,星川,141062,神奈川県,横浜市保土ケ谷区,神戸町,2023/4/15,20,その他,その他,あり
窃盗,自動販売機ねらい,保土ケ谷,星川,141062,神奈川県,横浜市保土ケ谷区,神戸町,2023/4/17,19,その他,その他,あり
窃盗,自動販売機ねらい,保土ケ谷,星川,141062,神奈川県,横浜市保土ケ谷区,神戸町,2023/4/18,18,その他,その他,あり
窃盗,自動販売機ねらい,保土ケ谷,星川,141062,神奈川県,横浜市保土ケ谷区,星川２丁目,2023/8/17,15,その他,その他,あり
窃盗,自動販売機ねらい,港南,日野,141119,神奈川県,横浜市港南区,日野中央２丁目,2023/4/13,20,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,港南,日限山,141119,神奈川県,横浜市港南区,日限山１丁目,2023/4/15,22,その他,その他,あり
窃盗,自動販売機ねらい,緑,十日市場駅前,141135,神奈川県,横浜市緑区,十日市場町,2023/5/1,13,その他,その他,あり
窃盗,自動販売機ねらい,緑,長津田駅前,141135,神奈川県,横浜市緑区,長津田みなみ台４丁目,2023/4/16,9,その他,その他,あり
窃盗,自動販売機ねらい,横浜水上,山下ふ頭,141046,神奈川県,横浜市中区,山下町,2021/1/21,7,その他,その他,なし
窃盗,自動販売機ねらい,横浜水上,山下ふ頭,141046,神奈川県,横浜市中区,山下町,2021/1/29,7,その他,その他,なし
窃盗,自動販売機ねらい,横浜水上,山下ふ頭,141046,神奈川県,横浜市中区,山下町,2021/1/30,7,その他,その他,なし
窃盗,自動販売機ねらい,横浜水上,山下ふ頭,141046,神奈川県,横浜市中区,山下町,2021/1/31,8,その他,その他,なし
窃盗,自動販売機ねらい,横浜水上,山下ふ頭,141046,神奈川県,横浜市中区,山下町,2021/3/24,13,その他,その他,なし
窃盗,自動販売機ねらい,横浜水上,山下ふ頭,141046,神奈川県,横浜市中区,山下町,2021/9/21,7,その他,その他,なし
窃盗,自動販売機ねらい,横浜水上,山下ふ頭,141046,神奈川県,横浜市中区,山下町,2021/9/23,7,その他,その他,なし
窃盗,自動販売機ねらい,横浜水上,山下ふ頭,141046,神奈川県,横浜市中区,山下町,2021/9/24,7,その他,その他,なし
窃盗,自動販売機ねらい,横浜水上,山下ふ頭,141046,神奈川県,横浜市中区,山下町,2021/10/2,8,その他,その他,なし
窃盗,自動販売機ねらい,横浜水上,山下ふ頭,141046,神奈川県,横浜市中区,山下町,2021/10/7,8,その他,その他,なし
窃盗,自動販売機ねらい,横浜水上,新港町,141046,神奈川県,横浜市中区,新港２丁目,2022/10/11,11,その他,その他,なし
窃盗,自動販売機ねらい,横浜水上,,141046,神奈川県,横浜市中区,住吉町１丁目,2021/5/18,11,道路上,その他,なし
窃盗,自動販売機ねらい,横浜水上,,141046,神奈川県,横浜市中区,住吉町１丁目,2021/5/29,11,道路上,その他,なし
窃盗,自動販売機ねらい,横浜水上,,141046,神奈川県,横浜市中区,山下町,2021/1/20,12,駐車（輪）場,駐車（輪）場,なし
窃盗,自動販売機ねらい,横浜水上,,141046,神奈川県,横浜市中区,山下町,2021/1/22,13,道路上,その他,なし
窃盗,自動販売機ねらい,横浜水上,,141046,神奈川県,横浜市中区,山下町,2021/2/7,14,駐車（輪）場,駐車（輪）場,なし
窃盗,自動販売機ねらい,横浜水上,,141046,神奈川県,横浜市中区,山下町,2021/2/15,10,駐車（輪）場,駐車（輪）場,なし
窃盗,自動販売機ねらい,横浜水上,,141046,神奈川県,横浜市中区,山下町,2021/2/20,11,駐車（輪）場,駐車（輪）場,なし
窃盗,自動販売機ねらい,横浜水上,,141046,神奈川県,横浜市中区,山下町,2021/2/21,10,駐車（輪）場,駐車（輪）場,なし
窃盗,自動販売機ねらい,横浜水上,,141046,神奈川県,横浜市中区,山下町,2021/2/24,14,駐車（輪）場,駐車（輪）場,なし
窃盗,自動販売機ねらい,港北,大倉山,141097,神奈川県,横浜市港北区,大倉山４丁目,2023/8/1,16,その他,その他,あり
窃盗,自動販売機ねらい,港北,大倉山,141097,神奈川県,横浜市港北区,大倉山６丁目,2022/11/30,0,その他,その他,なし
窃盗,自動販売機ねらい,港北,小机,141097,神奈川県,横浜市港北区,小机町,2023/11/7,23,その他,その他,あり
窃盗,自動販売機ねらい,港北,小机,141097,神奈川県,横浜市港北区,小机町,2023/11/8,23,その他,その他,なし
窃盗,自動販売機ねらい,港北,樽町,141097,神奈川県,横浜市港北区,樽町３丁目,2023/7/8,16,その他,その他,あり
窃盗,自動販売機ねらい,港北,菊名駅前,141097,神奈川県,横浜市港北区,大豆戸町,2023/10/7,19,その他,その他,あり
窃盗,自動販売機ねらい,瀬谷,北新,141143,神奈川県,横浜市瀬谷区,下瀬谷３丁目,2023/5/13,4,その他,その他,あり
窃盗,自動販売機ねらい,瀬谷,北新,141143,神奈川県,横浜市瀬谷区,下瀬谷３丁目,2023/7/1,1,その他,その他,あり
窃盗,自動販売機ねらい,瀬谷,南台,141143,神奈川県,横浜市瀬谷区,二ツ橋町,2022/12/27,12,その他,その他,あり
窃盗,自動販売機ねらい,瀬谷,瀬谷駅前,141143,神奈川県,横浜市瀬谷区,瀬谷３丁目,2023/1/18,15,その他,その他,あり
窃盗,自動販売機ねらい,瀬谷,阿久和町,141143,神奈川県,横浜市瀬谷区,阿久和南１丁目,2023/1/11,14,その他,その他,あり
窃盗,自動販売機ねらい,栄,本郷台駅前,141151,神奈川県,横浜市栄区,桂町,2023/12/11,13,その他,その他,あり
窃盗,自動販売機ねらい,栄,田谷,141151,神奈川県,横浜市栄区,金井町,2023/2/18,20,その他,その他,あり
窃盗,自動販売機ねらい,栄,笠間,141151,神奈川県,横浜市栄区,笠間１丁目,2023/12/8,18,その他,その他,なし
窃盗,自動販売機ねらい,青葉,市が尾駅前,141178,神奈川県,横浜市青葉区,市ケ尾町,2022/12/30,1,その他,その他,あり
窃盗,自動販売機ねらい,都筑,北山田駅前,141186,神奈川県,横浜市都筑区,勝田町,2023/9/7,10,その他,その他,あり
窃盗,自動販売機ねらい,都筑,川和,141186,神奈川県,横浜市都筑区,川和町,2023/6/16,16,その他,その他,あり
窃盗,自動販売機ねらい,都筑,折本,141186,神奈川県,横浜市都筑区,川向町,2023/1/1,17,その他,その他,あり
窃盗,自動販売機ねらい,都筑,池辺町,141186,神奈川県,横浜市都筑区,池辺町,2023/3/7,18,その他,その他,なし
窃盗,自動販売機ねらい,麻生,栗平駅前,141372,神奈川県,川崎市麻生区,五力田１丁目,2023/2/4,17,その他,その他,あり
窃盗,自動販売機ねらい,川崎,京町通,141313,神奈川県,川崎市川崎区,池田１丁目,2023/1/12,12,その他,その他,なし
窃盗,自動販売機ねらい,川崎,京町通,141313,神奈川県,川崎市川崎区,渡田山王町,2023/2/11,19,その他,その他,あり
窃盗,自動販売機ねらい,川崎,大師駅前,141313,神奈川県,川崎市川崎区,大師公園,2023/5/6,9,その他,その他,なし
窃盗,自動販売機ねらい,中原,中丸子,141330,神奈川県,川崎市中原区,市ノ坪,2023/6/30,15,その他,その他,あり
窃盗,自動販売機ねらい,中原,丸子橋,141330,神奈川県,川崎市中原区,小杉陣屋町１丁目,2023/4/1,18,その他,その他,あり
窃盗,自動販売機ねらい,中原,小杉,141330,神奈川県,川崎市中原区,小杉御殿町２丁目,2023/2/23,13,その他,その他,なし
窃盗,自動販売機ねらい,中原,木月,141330,神奈川県,川崎市中原区,木月伊勢町,2023/2/23,16,その他,その他,あり
窃盗,自動販売機ねらい,中原,武蔵小杉駅前,141330,神奈川県,川崎市中原区,小杉町３丁目,2023/1/27,15,その他,その他,あり
窃盗,自動販売機ねらい,中原,武蔵小杉駅前,141330,神奈川県,川崎市中原区,新丸子町,2023/2/24,4,その他,その他,なし
窃盗,自動販売機ねらい,中原,武蔵新城駅前,141330,神奈川県,川崎市中原区,上小田中３丁目,2023/6/30,10,その他,その他,あり
窃盗,自動販売機ねらい,中原,武蔵新城駅前,141330,神奈川県,川崎市中原区,新城１丁目,2023/2/4,17,その他,その他,あり
窃盗,自動販売機ねらい,高津,北見方,141348,神奈川県,川崎市高津区,坂戸１丁目,2023/11/17,18,その他,その他,あり
窃盗,自動販売機ねらい,高津,末長,141348,神奈川県,川崎市高津区,新作４丁目,2023/9/2,17,その他,その他,あり
窃盗,自動販売機ねらい,高津,溝口駅前,141348,神奈川県,川崎市高津区,溝口２丁目,2023/12/12,17,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,多摩,向ヶ丘遊園駅前,141356,神奈川県,川崎市多摩区,登戸,2023/8/2,19,その他,その他,あり
窃盗,自動販売機ねらい,多摩,向ヶ丘遊園駅前,141356,神奈川県,川崎市多摩区,登戸,2023/8/5,19,その他,その他,あり
窃盗,自動販売機ねらい,多摩,登戸駅前,141356,神奈川県,川崎市多摩区,登戸,2023/1/4,1,その他,その他,あり
窃盗,自動販売機ねらい,多摩,読売ランド駅前,141356,神奈川県,川崎市多摩区,西生田２丁目,2023/4/18,1,その他,その他,あり
窃盗,自動販売機ねらい,宮前,有馬,141364,神奈川県,川崎市宮前区,東有馬５丁目,2023/10/7,23,その他,その他,なし
窃盗,自動販売機ねらい,宮前,野川,141364,神奈川県,川崎市宮前区,西野川３丁目,2023/11/4,11,その他,その他,なし
窃盗,自動販売機ねらい,横須賀,公郷町,142018,神奈川県,横須賀市,小矢部１丁目,2023/9/13,20,その他,その他,なし
窃盗,自動販売機ねらい,田浦,追浜駅前,142018,神奈川県,横須賀市,追浜本町１丁目,2023/3/14,17,その他,その他,なし
窃盗,自動販売機ねらい,藤沢北,六会日大駅前,142051,神奈川県,藤沢市,亀井野,2023/4/23,17,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,藤沢北,善行,142051,神奈川県,藤沢市,本藤沢５丁目,2023/3/17,7,その他,その他,なし
窃盗,自動販売機ねらい,藤沢北,湘南台駅西口,142051,神奈川県,藤沢市,桐原町,2023/4/14,11,その他,その他,あり
窃盗,自動販売機ねらい,藤沢北,石川,142051,神奈川県,藤沢市,石川５丁目,2023/1/1,13,その他,その他,あり
窃盗,自動販売機ねらい,大船,台,142042,神奈川県,鎌倉市,台３丁目,2023/12/16,17,その他,その他,あり
窃盗,自動販売機ねらい,大船,台,142042,神奈川県,鎌倉市,山ノ内,2023/12/16,16,道路上,その他,あり
窃盗,自動販売機ねらい,大船,玉縄,142042,神奈川県,鎌倉市,関谷,2022/12/21,15,その他,その他,なし
窃盗,自動販売機ねらい,大船,玉縄,142042,神奈川県,鎌倉市,関谷,2023/3/23,11,その他,その他,あり
窃盗,自動販売機ねらい,大船,玉縄,142042,神奈川県,鎌倉市,関谷,2023/10/31,20,その他,その他,あり
窃盗,自動販売機ねらい,藤沢,川名,142051,神奈川県,藤沢市,南藤沢,2023/3/24,21,その他,その他,なし
窃盗,自動販売機ねらい,茅ケ崎,寒川駅前,143219,神奈川県,寒川町,田端,2023/2/7,14,道路上,その他,あり
窃盗,自動販売機ねらい,茅ケ崎,茅ケ崎駅前,142077,神奈川県,茅ヶ崎市,矢畑,2023/1/3,0,その他,その他,なし
窃盗,自動販売機ねらい,平塚,八幡,142034,神奈川県,平塚市,四之宮１丁目,2023/6/8,14,道路上,その他,あり
窃盗,自動販売機ねらい,平塚,四之宮,142034,神奈川県,平塚市,田村１丁目,2023/1/30,9,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,平塚,豊田,142034,神奈川県,平塚市,南豊田,2023/10/14,14,その他,その他,あり
窃盗,自動販売機ねらい,小田原,曽我,142069,神奈川県,小田原市,下大井,2023/3/27,16,その他,その他,あり
窃盗,自動販売機ねらい,小田原,湯本,143821,神奈川県,箱根町,湯本,2022/10/16,9,その他,その他,なし
窃盗,自動販売機ねらい,秦野,斉ヶ分,142115,神奈川県,秦野市,河原町,2022/10/14,8,その他,その他,なし
窃盗,自動販売機ねらい,伊勢原,高部屋,142140,神奈川県,伊勢原市,上粕屋,2023/4/26,18,その他,その他,あり
窃盗,自動販売機ねらい,厚木,中津,144011,神奈川県,愛川町,中津,2022/12/30,18,その他,その他,あり
窃盗,自動販売機ねらい,厚木,半原,144011,神奈川県,愛川町,半原,2023/1/13,14,その他,その他,あり
窃盗,自動販売機ねらい,厚木,半原,144011,神奈川県,愛川町,半原,2023/3/1,14,道路上,その他,あり
窃盗,自動販売機ねらい,厚木,愛甲石田駅前,142123,神奈川県,厚木市,船子,2023/4/22,13,道路上,その他,あり
窃盗,自動販売機ねらい,厚木,旭町,142123,神奈川県,厚木市,岡田３丁目,2022/10/14,8,その他,その他,なし
窃盗,自動販売機ねらい,厚木,本厚木駅前,142123,神奈川県,厚木市,中町３丁目,2023/8/22,17,その他,その他,あり
窃盗,自動販売機ねらい,厚木,緑ケ丘,142123,神奈川県,厚木市,戸室１丁目,2023/2/21,10,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,厚木,高峰,144011,神奈川県,愛川町,三増,2023/1/4,14,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,相模原,南橋本駅前,141526,神奈川県,相模原市中央区,清新３丁目,2023/1/12,12,その他,その他,あり
窃盗,自動販売機ねらい,相模原,南橋本駅前,141526,神奈川県,相模原市中央区,南橋本２丁目,2023/3/15,0,その他,その他,あり
窃盗,自動販売機ねらい,相模原,星が丘,141526,神奈川県,相模原市中央区,光が丘３丁目,2022/12/3,10,その他,その他,なし
窃盗,自動販売機ねらい,相模原,横山,141526,神奈川県,相模原市中央区,横山２丁目,2023/4/20,4,その他,その他,あり
窃盗,自動販売機ねらい,相模原,淵野辺駅北口,141526,神奈川県,相模原市中央区,淵野辺１丁目,2023/4/11,16,その他,その他,あり
窃盗,自動販売機ねらい,相模原,淵野辺駅南口,141526,神奈川県,相模原市中央区,東淵野辺４丁目,2023/2/28,11,その他,その他,あり
窃盗,自動販売機ねらい,相模原,淵野辺駅南口,141526,神奈川県,相模原市中央区,矢部１丁目,2023/5/31,2,その他,その他,あり
窃盗,自動販売機ねらい,相模原,淵野辺駅南口,141526,神奈川県,相模原市中央区,矢部３丁目,2023/3/23,15,その他,その他,あり
窃盗,自動販売機ねらい,相模原,田名,141526,神奈川県,相模原市中央区,水郷田名１丁目,2023/8/26,7,その他,その他,なし
窃盗,自動販売機ねらい,相模原,番田,141526,神奈川県,相模原市中央区,上溝,2022/12/10,17,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,相模原,番田,141526,神奈川県,相模原市中央区,上溝,2023/1/1,21,その他,その他,あり
窃盗,自動販売機ねらい,相模原,番田,141526,神奈川県,相模原市中央区,田名,2023/5/31,3,その他,その他,あり
窃盗,自動販売機ねらい,津久井,串川,141518,神奈川県,相模原市緑区,長竹,2022/11/5,8,その他,その他,あり
窃盗,自動販売機ねらい,津久井,内郷,141518,神奈川県,相模原市緑区,寸沢嵐,2023/1/5,12,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,津久井,城山,141518,神奈川県,相模原市緑区,久保沢２丁目,2022/12/30,16,その他,その他,なし
窃盗,自動販売機ねらい,津久井,城山,141518,神奈川県,相模原市緑区,向原３丁目,2022/9/16,8,その他,その他,あり
窃盗,自動販売機ねらい,相模原南,古淵駅前,141534,神奈川県,相模原市南区,大野台３丁目,2023/4/19,13,その他,その他,あり
窃盗,自動販売機ねらい,相模原南,新磯野,141534,神奈川県,相模原市南区,相模台５丁目,2023/5/28,18,その他,その他,あり
窃盗,自動販売機ねらい,相模原南,新磯野,141534,神奈川県,相模原市南区,相武台団地２丁目,2023/10/4,14,その他,その他,あり
窃盗,自動販売機ねらい,座間,ひばりが丘,142166,神奈川県,座間市,ひばりが丘４丁目,2023/4/7,10,その他,その他,なし
窃盗,自動販売機ねらい,座間,相模が丘,142166,神奈川県,座間市,広野台２丁目,2023/5/29,18,その他,その他,あり
窃盗,自動販売機ねらい,座間,相武台前,142166,神奈川県,座間市,相武台１丁目,2023/5/30,1,その他,その他,あり
窃盗,自動販売機ねらい,座間,相武台前,142166,神奈川県,座間市,緑ケ丘６丁目,2023/2/20,3,その他,その他,あり
窃盗,自動販売機ねらい,海老名,かしわ台駅前,142158,神奈川県,海老名市,柏ケ谷,2022/12/9,17,その他,その他,あり
窃盗,自動販売機ねらい,海老名,さがみ野駅前,142158,神奈川県,海老名市,東柏ケ谷２丁目,2022/12/21,4,その他,その他,なし
窃盗,自動販売機ねらい,海老名,さがみ野駅前,142158,神奈川県,海老名市,東柏ケ谷２丁目,2023/6/22,16,その他,その他,あり
窃盗,自動販売機ねらい,海老名,国分寺台,142158,神奈川県,海老名市,杉久保南４丁目,2023/6/6,1,その他,その他,あり
窃盗,自動販売機ねらい,海老名,有馬,142158,神奈川県,海老名市,本郷,2023/1/9,16,その他,その他,あり
窃盗,自動販売機ねらい,海老名,海老名駅前,142158,神奈川県,海老名市,中央３丁目,2023/3/12,11,その他,その他,あり
窃盗,自動販売機ねらい,海老名,海西,142158,神奈川県,海老名市,下今泉４丁目,2023/1/10,16,その他,その他,あり
窃盗,自動販売機ねらい,海老名,海西,142158,神奈川県,海老名市,中新田２丁目,2023/2/18,15,その他,その他,あり
窃盗,自動販売機ねらい,相模原北,橋本五差路,141518,神奈川県,相模原市緑区,橋本台１丁目,2023/4/21,12,その他,その他,あり
窃盗,自動販売機ねらい,相模原北,橋本五差路,141518,神奈川県,相模原市緑区,橋本台１丁目,2023/4/30,4,その他,その他,あり
窃盗,自動販売機ねらい,相模原北,橋本五差路,141518,神奈川県,相模原市緑区,橋本台１丁目,2023/5/31,3,その他,その他,あり
窃盗,自動販売機ねらい,相模原北,橋本駅前,141518,神奈川県,相模原市緑区,橋本８丁目,2022/12/13,11,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,相模原北,相原,141518,神奈川県,相模原市緑区,二本松２丁目,2023/2/15,0,その他,その他,なし
